ID;Accounts;Credit_duration;Credit_history;Purpose_credit;Credit_amount;Savings;Seniority_employment;Installment_rate;Marital_status;Guarantees;Seniority_residence;Assets;Age;Other_credits;Status_residence;Nb_credits;Job;Number_of_dependents;Telephone;Credit
533;4;12;A33;A41;1503;1;3;4;A94;A101;4;A121;41;A143;A151;1;A173;1;A191;1
534;4;24;A32;A43;1311;2;4;4;A94;A101;3;A122;26;A143;A152;1;A173;1;A192;1
535;4;24;A32;A43;3105;0;2;4;A93;A101;2;A123;25;A143;A152;2;A173;1;A191;1
536;3;21;A34;A46;2319;1;2;2;A91;A101;1;A123;33;A143;A151;1;A173;1;A191;2
537;1;6;A32;A40;1374;0;1;4;A92;A101;3;A122;75;A143;A152;1;A174;1;A192;1
538;2;18;A34;A42;3612;1;5;3;A92;A101;4;A122;37;A143;A152;1;A173;1;A192;1
539;1;48;A32;A40;7763;1;5;4;A93;A101;4;A124;42;A141;A153;1;A174;1;A191;2
540;3;18;A32;A42;3049;1;2;1;A92;A101;1;A122;45;A142;A152;1;A172;1;A191;1
541;2;12;A32;A43;1534;1;2;1;A94;A101;1;A121;23;A143;A151;1;A173;1;A191;2
542;4;24;A33;A40;2032;1;5;4;A93;A101;4;A124;60;A143;A153;2;A173;1;A192;1
543;1;30;A32;A42;6350;0;5;4;A93;A101;4;A122;31;A143;A152;1;A173;1;A191;2
544;3;18;A32;A42;2864;1;3;2;A93;A101;1;A121;34;A143;A152;1;A172;2;A191;2
545;4;12;A34;A40;1255;1;5;4;A93;A101;4;A121;61;A143;A152;2;A172;1;A191;1
546;1;24;A33;A40;1333;1;1;4;A93;A101;2;A121;43;A143;A153;2;A173;2;A191;2
547;4;24;A34;A40;2022;1;3;4;A92;A101;4;A123;37;A143;A152;1;A173;1;A192;1
548;4;24;A32;A43;1552;1;4;3;A93;A101;1;A123;32;A141;A152;1;A173;2;A191;1
549;1;12;A31;A43;626;1;3;4;A92;A101;4;A121;24;A141;A152;1;A172;1;A191;2
550;4;48;A34;A41;8858;0;4;2;A93;A101;1;A124;35;A143;A153;2;A173;1;A192;1
551;4;12;A34;A45;996;0;4;4;A92;A101;4;A121;23;A143;A152;2;A173;1;A191;1
552;4;6;A31;A43;1750;3;5;2;A93;A101;4;A122;45;A141;A152;1;A172;2;A191;1
553;1;48;A32;A43;6999;1;4;1;A94;A103;1;A121;34;A143;A152;2;A173;1;A192;2
554;2;12;A34;A40;1995;2;2;4;A93;A101;1;A123;27;A143;A152;1;A173;1;A191;1
555;2;9;A32;A46;1199;1;4;4;A92;A101;4;A122;67;A143;A152;2;A174;1;A192;1
556;2;12;A32;A43;1331;1;2;2;A93;A101;1;A123;22;A142;A152;1;A173;1;A191;2
557;2;18;A30;A40;2278;2;2;3;A92;A101;3;A123;28;A143;A152;2;A173;1;A191;2
558;4;21;A30;A40;5003;0;3;1;A92;A101;4;A122;29;A141;A152;2;A173;1;A192;2
559;1;24;A31;A42;3552;1;4;3;A93;A101;4;A123;27;A141;A152;1;A173;1;A191;2
560;2;18;A34;A42;1928;1;2;2;A93;A101;2;A121;31;A143;A152;2;A172;1;A191;2
561;1;24;A32;A41;2964;0;5;4;A93;A101;4;A124;49;A141;A153;1;A173;2;A192;1
562;1;24;A31;A43;1546;1;4;4;A93;A103;4;A123;24;A141;A151;1;A172;1;A191;2
563;3;6;A33;A43;683;1;2;2;A92;A101;1;A122;29;A141;A152;1;A173;1;A191;1
564;2;36;A32;A40;12389;0;3;1;A93;A101;4;A124;37;A143;A153;1;A173;1;A192;2
565;2;24;A33;A49;4712;0;3;4;A93;A101;2;A122;37;A141;A152;2;A174;1;A192;1
566;2;24;A33;A43;1553;2;4;3;A92;A101;2;A122;23;A143;A151;2;A173;1;A192;1
567;1;12;A32;A40;1372;1;4;2;A91;A101;3;A123;36;A143;A152;1;A173;1;A191;2
568;4;24;A34;A43;2578;4;5;2;A93;A101;2;A123;34;A143;A152;1;A173;1;A191;1
569;2;48;A32;A43;3979;0;4;4;A93;A101;1;A123;41;A143;A152;2;A173;2;A192;1
570;1;48;A32;A43;6758;1;3;3;A92;A101;2;A123;31;A143;A152;1;A173;1;A192;2
571;1;24;A32;A42;3234;1;2;4;A92;A101;4;A121;23;A143;A151;1;A172;1;A192;2
572;4;30;A34;A43;5954;1;4;3;A93;A102;2;A123;38;A143;A152;1;A173;1;A191;1
573;4;24;A32;A41;5433;0;1;2;A92;A101;4;A122;26;A143;A151;1;A174;1;A192;1
574;1;15;A32;A49;806;1;3;4;A92;A101;4;A122;22;A143;A152;1;A172;1;A191;1
575;2;9;A32;A43;1082;1;5;4;A93;A101;4;A123;27;A143;A152;2;A172;1;A191;1
576;4;15;A34;A42;2788;1;4;2;A92;A102;3;A123;24;A141;A152;2;A173;1;A191;1
577;2;12;A32;A43;2930;1;4;2;A92;A101;1;A121;27;A143;A152;1;A173;1;A191;1
578;4;24;A34;A46;1927;0;3;3;A92;A101;2;A123;33;A143;A152;2;A173;1;A192;1
579;2;36;A34;A40;2820;1;2;4;A91;A101;4;A123;27;A143;A152;2;A173;1;A191;2
580;4;24;A32;A48;937;1;2;4;A94;A101;3;A123;27;A143;A152;2;A172;1;A191;1
581;2;18;A34;A40;1056;1;5;3;A93;A103;3;A121;30;A141;A152;2;A173;1;A191;2
582;2;12;A34;A40;3124;1;2;1;A93;A101;3;A121;49;A141;A152;2;A172;2;A191;1
583;4;9;A32;A42;1388;1;3;4;A92;A101;2;A121;26;A143;A151;1;A173;1;A191;1
584;2;36;A32;A45;2384;1;2;4;A93;A101;1;A124;33;A143;A151;1;A172;1;A191;2
585;4;12;A32;A40;2133;0;5;4;A92;A101;4;A124;52;A143;A153;1;A174;1;A192;1
586;1;18;A32;A42;2039;1;3;1;A92;A101;4;A121;20;A141;A151;1;A173;1;A191;2
587;1;9;A34;A40;2799;1;3;2;A93;A101;2;A121;36;A143;A151;2;A173;2;A191;1
588;1;12;A32;A42;1289;1;3;4;A93;A103;1;A122;21;A143;A152;1;A172;1;A191;1
589;1;18;A32;A44;1217;1;3;4;A94;A101;3;A121;47;A143;A152;1;A172;1;A192;2
590;1;12;A34;A42;2246;1;5;3;A93;A101;3;A122;60;A143;A152;2;A173;1;A191;2
591;1;12;A34;A43;385;1;4;4;A92;A101;3;A121;58;A143;A152;4;A172;1;A192;1
592;2;24;A33;A40;1965;0;3;4;A92;A101;4;A123;42;A143;A151;2;A173;1;A192;1
593;4;21;A32;A49;1572;4;5;4;A92;A101;4;A121;36;A141;A152;1;A172;1;A191;1
594;2;24;A32;A40;2718;1;3;3;A92;A101;4;A122;20;A143;A151;1;A172;1;A192;2
595;1;24;A31;A41;1358;0;5;4;A93;A101;3;A123;40;A142;A152;1;A174;1;A192;2
596;2;6;A31;A40;931;2;2;1;A92;A101;1;A122;32;A142;A152;1;A172;1;A191;2
597;1;24;A32;A40;1442;1;4;4;A92;A101;4;A123;23;A143;A151;2;A173;1;A191;2
598;2;24;A30;A49;4241;1;3;1;A93;A101;4;A121;36;A143;A152;3;A172;1;A192;2
599;4;18;A34;A40;2775;1;4;2;A93;A101;2;A122;31;A141;A152;2;A173;1;A191;2
600;4;24;A33;A49;3863;1;3;1;A93;A101;2;A124;32;A143;A153;1;A173;1;A191;1
601;2;7;A32;A43;2329;1;2;1;A92;A103;1;A121;45;A143;A152;1;A173;1;A191;1
602;2;9;A32;A42;918;1;3;4;A92;A101;1;A122;30;A143;A152;1;A173;1;A191;2
603;2;24;A31;A46;1837;1;4;4;A92;A101;4;A124;34;A141;A153;1;A172;1;A191;2
604;4;36;A32;A42;3349;1;3;4;A92;A101;2;A123;28;A143;A152;1;A174;1;A192;2
605;3;10;A32;A42;1275;1;2;4;A92;A101;2;A122;23;A143;A152;1;A173;1;A191;1
606;1;24;A31;A42;2828;3;3;4;A93;A101;4;A121;22;A142;A152;1;A173;1;A192;1
607;4;24;A34;A49;4526;1;3;3;A93;A101;2;A121;74;A143;A152;1;A174;1;A192;1
608;2;36;A32;A43;2671;2;3;4;A92;A102;4;A124;50;A143;A153;1;A173;1;A191;2
609;4;18;A32;A43;2051;1;2;4;A93;A101;1;A121;33;A143;A152;1;A173;1;A191;1
610;4;15;A32;A41;1300;0;5;4;A93;A101;4;A124;45;A141;A153;1;A173;2;A191;1
611;1;12;A32;A44;741;2;1;4;A92;A101;3;A122;22;A143;A152;1;A173;1;A191;2
612;3;10;A32;A40;1240;2;5;1;A92;A101;4;A124;48;A143;A153;1;A172;2;A191;2
613;1;21;A32;A43;3357;4;2;4;A92;A101;2;A123;29;A141;A152;1;A173;1;A191;1
614;1;24;A31;A41;3632;1;3;1;A92;A103;4;A123;22;A141;A151;1;A173;1;A191;1
615;4;18;A33;A42;1808;1;4;4;A92;A101;1;A121;22;A143;A152;1;A173;1;A191;2
616;2;48;A30;A49;12204;0;3;2;A93;A101;2;A123;48;A141;A152;1;A174;1;A192;1
617;2;60;A33;A43;9157;0;3;2;A93;A101;2;A124;27;A143;A153;1;A174;1;A191;1
618;1;6;A34;A40;3676;1;3;1;A93;A101;3;A121;37;A143;A151;3;A173;2;A191;1
619;2;30;A32;A42;3441;2;3;2;A92;A102;4;A123;21;A143;A151;1;A173;1;A191;2
620;4;12;A32;A40;640;1;3;4;A91;A101;2;A121;49;A143;A152;1;A172;1;A191;1
621;2;21;A34;A49;3652;1;4;2;A93;A101;3;A122;27;A143;A152;2;A173;1;A191;1
622;4;18;A34;A40;1530;1;3;3;A93;A101;2;A122;32;A141;A152;2;A173;1;A191;2
623;4;48;A32;A49;3914;0;3;4;A91;A101;2;A121;38;A141;A152;1;A173;1;A191;2
624;1;12;A32;A42;1858;1;2;4;A92;A101;1;A123;22;A143;A151;1;A173;1;A191;1
625;1;18;A32;A43;2600;1;3;4;A93;A101;4;A124;65;A143;A153;2;A173;1;A191;2
626;4;15;A32;A43;1979;0;5;4;A93;A101;2;A123;35;A143;A152;1;A173;1;A191;1
627;3;6;A32;A42;2116;1;3;2;A93;A101;2;A121;41;A143;A152;1;A173;1;A192;1
628;2;9;A31;A40;1437;2;4;2;A93;A101;3;A124;29;A143;A152;1;A173;1;A191;2
629;4;42;A34;A42;4042;3;3;4;A93;A101;4;A121;36;A143;A152;2;A173;1;A192;1
630;4;9;A32;A46;3832;0;5;1;A93;A101;4;A121;64;A143;A152;1;A172;1;A191;1
631;1;24;A32;A43;3660;1;3;2;A92;A101;4;A123;28;A143;A152;1;A173;1;A191;1
632;1;18;A31;A42;1553;1;3;4;A93;A101;3;A123;44;A141;A152;1;A173;1;A191;2
633;2;15;A32;A43;1444;0;2;4;A93;A101;1;A122;23;A143;A152;1;A173;1;A191;1
634;4;9;A32;A42;1980;1;2;2;A92;A102;2;A123;19;A143;A151;2;A173;1;A191;2
635;2;24;A32;A40;1355;1;2;3;A92;A101;4;A123;25;A143;A152;1;A172;1;A192;2
636;4;12;A32;A46;1393;1;5;4;A93;A101;4;A122;47;A141;A152;3;A173;2;A192;1
637;4;24;A32;A43;1376;3;4;4;A92;A101;1;A123;28;A143;A152;1;A173;1;A191;1
638;4;60;A33;A43;15653;1;4;2;A93;A101;4;A123;21;A143;A152;2;A173;1;A192;1
639;4;12;A32;A43;1493;1;2;4;A92;A101;3;A123;34;A143;A152;1;A173;2;A191;1
640;1;42;A33;A43;4370;1;4;3;A93;A101;2;A122;26;A141;A152;2;A173;2;A192;2
641;1;18;A32;A46;750;1;1;4;A92;A101;1;A121;27;A143;A152;1;A171;1;A191;2
642;2;15;A32;A45;1308;1;5;4;A93;A101;4;A123;38;A143;A152;2;A172;1;A191;1
643;4;15;A32;A46;4623;2;3;3;A93;A101;2;A122;40;A143;A152;1;A174;1;A192;2
644;4;24;A34;A43;1851;1;4;4;A94;A103;2;A123;33;A143;A152;2;A173;1;A192;1
645;1;18;A34;A43;1880;1;4;4;A94;A101;1;A122;32;A143;A152;2;A174;1;A192;1
646;4;36;A33;A49;7980;0;2;4;A93;A101;4;A123;27;A143;A151;2;A173;1;A192;2
647;1;30;A30;A42;4583;1;3;2;A91;A103;2;A121;32;A143;A152;2;A173;1;A191;1
648;4;12;A32;A40;1386;3;3;2;A92;A101;2;A122;26;A143;A152;1;A173;1;A191;2
649;3;24;A32;A40;947;1;4;4;A93;A101;3;A124;38;A141;A153;1;A173;2;A191;2
650;1;12;A32;A46;684;1;3;4;A93;A101;4;A123;40;A143;A151;1;A172;2;A191;2
651;1;48;A32;A46;7476;1;4;4;A93;A101;1;A124;50;A143;A153;1;A174;1;A192;1
652;2;12;A32;A42;1922;1;3;4;A93;A101;2;A122;37;A143;A152;1;A172;1;A191;2
653;1;24;A32;A40;2303;1;5;4;A93;A102;1;A121;45;A143;A152;1;A173;1;A191;2
654;2;36;A33;A40;8086;2;5;2;A93;A101;4;A123;42;A143;A152;4;A174;1;A192;2
655;4;24;A34;A41;2346;1;4;4;A93;A101;3;A123;35;A143;A152;2;A173;1;A192;1
656;1;14;A32;A40;3973;1;1;1;A93;A101;4;A124;22;A143;A153;1;A173;1;A191;1
657;2;12;A32;A40;888;1;5;4;A93;A101;4;A123;41;A141;A152;1;A172;2;A191;2
658;4;48;A32;A43;10222;0;4;4;A93;A101;3;A123;37;A142;A152;1;A173;1;A192;1
659;2;30;A30;A49;4221;1;3;2;A92;A101;1;A123;28;A143;A152;2;A173;1;A191;1
660;2;18;A34;A42;6361;1;5;2;A93;A101;1;A124;41;A143;A152;1;A173;1;A192;1
661;3;12;A32;A43;1297;1;3;3;A94;A101;4;A121;23;A143;A151;1;A173;1;A191;1
662;1;12;A32;A40;900;0;3;4;A94;A101;2;A123;23;A143;A152;1;A173;1;A191;2
663;4;21;A32;A42;2241;1;5;4;A93;A101;2;A121;50;A143;A152;2;A173;1;A191;1
664;2;6;A33;A42;1050;1;1;4;A93;A101;1;A122;35;A142;A152;2;A174;1;A192;1
665;3;6;A34;A46;1047;1;3;2;A92;A101;4;A122;50;A143;A152;1;A172;1;A191;1
666;4;24;A34;A41;6314;1;1;4;A93;A102;2;A124;27;A141;A152;2;A174;1;A192;1
667;2;30;A31;A42;3496;4;3;4;A93;A101;2;A123;34;A142;A152;1;A173;2;A192;1
668;4;48;A31;A49;3609;1;3;1;A92;A101;1;A121;27;A142;A152;1;A173;1;A191;1
669;1;12;A34;A40;4843;1;5;3;A93;A102;4;A122;43;A143;A151;2;A173;1;A192;2
670;3;30;A34;A43;3017;1;5;4;A93;A101;4;A122;47;A143;A152;1;A173;1;A191;1
671;4;24;A34;A49;4139;2;3;3;A93;A101;3;A122;27;A143;A152;2;A172;1;A192;1
672;4;36;A32;A49;5742;2;4;2;A93;A101;2;A123;31;A143;A152;2;A173;1;A192;1
673;4;60;A32;A40;10366;1;5;2;A93;A101;4;A122;42;A143;A152;1;A174;1;A192;1
674;4;6;A34;A40;2080;3;3;1;A94;A101;2;A123;24;A143;A152;1;A173;1;A191;1
675;4;21;A33;A49;2580;3;2;4;A93;A101;2;A121;41;A141;A152;1;A172;2;A191;2
676;4;30;A34;A43;4530;1;4;4;A92;A101;4;A123;26;A143;A151;1;A174;1;A192;1
677;4;24;A34;A42;5150;1;5;4;A93;A101;4;A123;33;A143;A152;1;A173;1;A192;1
678;2;72;A32;A43;5595;2;3;2;A94;A101;2;A123;24;A143;A152;1;A173;1;A191;2
679;1;24;A32;A43;2384;1;5;4;A93;A101;4;A121;64;A141;A151;1;A172;1;A191;1
680;4;18;A32;A43;1453;1;2;3;A92;A101;1;A121;26;A143;A152;1;A173;1;A191;1
681;4;6;A32;A46;1538;1;2;1;A92;A101;2;A124;56;A143;A152;1;A173;1;A191;1
682;4;12;A32;A43;2279;0;3;4;A93;A101;4;A124;37;A143;A153;1;A173;1;A192;1
683;4;15;A33;A43;1478;1;3;4;A94;A101;3;A121;33;A141;A152;2;A173;1;A191;1
684;4;24;A34;A43;5103;1;2;3;A94;A101;3;A124;47;A143;A153;3;A173;1;A192;1
685;2;36;A33;A49;9857;2;4;1;A93;A101;3;A122;31;A143;A152;2;A172;2;A192;1
686;4;60;A32;A40;6527;0;3;4;A93;A101;4;A124;34;A143;A153;1;A173;2;A192;1
687;3;10;A34;A43;1347;0;4;4;A93;A101;2;A122;27;A143;A152;2;A173;1;A192;1
688;2;36;A33;A40;2862;2;5;4;A93;A101;3;A124;30;A143;A153;1;A173;1;A191;1
689;4;9;A32;A43;2753;2;5;3;A93;A102;4;A123;35;A143;A152;1;A173;1;A192;1
690;1;12;A32;A40;3651;4;3;1;A93;A101;3;A122;31;A143;A152;1;A173;2;A191;1
691;1;15;A34;A42;975;1;3;2;A91;A101;3;A122;25;A143;A152;2;A173;1;A191;1
692;2;15;A32;A45;2631;2;3;3;A92;A101;2;A121;25;A143;A152;1;A172;1;A191;1
693;2;24;A32;A43;2896;2;2;2;A93;A101;1;A123;29;A143;A152;1;A173;1;A191;1
694;1;6;A34;A40;4716;0;2;1;A93;A101;3;A121;44;A143;A152;2;A172;2;A191;1
695;4;24;A32;A43;2284;1;4;4;A93;A101;2;A123;28;A143;A152;1;A173;1;A192;1
696;4;6;A32;A41;1236;3;3;2;A93;A101;4;A122;50;A143;A151;1;A173;1;A191;1
697;2;12;A32;A43;1103;1;4;4;A93;A103;3;A121;29;A143;A152;2;A173;1;A191;1
698;4;12;A34;A40;926;1;1;1;A92;A101;2;A122;38;A143;A152;1;A171;1;A191;1
699;4;18;A34;A43;1800;1;3;4;A93;A101;2;A123;24;A143;A152;2;A173;1;A191;1
700;3;15;A32;A46;1905;1;5;4;A93;A101;4;A123;40;A143;A151;1;A174;1;A192;1
701;4;12;A32;A42;1123;3;3;4;A92;A101;4;A123;29;A143;A151;1;A172;1;A191;2
702;1;48;A34;A41;6331;1;5;4;A93;A101;4;A124;46;A143;A153;2;A173;1;A192;2
703;3;24;A32;A43;1377;2;5;4;A92;A101;2;A124;47;A143;A153;1;A173;1;A192;1
704;2;30;A33;A49;2503;2;5;4;A93;A101;2;A122;41;A142;A152;2;A173;1;A191;1
705;2;27;A32;A49;2528;1;2;4;A92;A101;1;A122;32;A143;A152;1;A173;2;A192;1
706;4;15;A32;A40;5324;3;5;1;A92;A101;4;A124;35;A143;A153;1;A173;1;A191;1
707;2;48;A32;A40;6560;2;4;3;A93;A101;2;A122;24;A143;A152;1;A173;1;A191;2
708;2;12;A30;A42;2969;1;2;4;A92;A101;3;A122;25;A143;A151;2;A173;1;A191;2
709;2;9;A32;A43;1206;1;5;4;A92;A101;4;A121;25;A143;A152;1;A173;1;A191;1
710;2;9;A32;A43;2118;1;3;2;A93;A101;2;A121;37;A143;A152;1;A172;2;A191;1
711;4;18;A34;A43;629;3;5;4;A93;A101;3;A122;32;A141;A152;2;A174;1;A192;1
712;1;6;A31;A46;1198;1;5;4;A92;A101;4;A124;35;A143;A153;1;A173;1;A191;2
713;4;21;A32;A41;2476;0;5;4;A93;A101;4;A121;46;A143;A152;1;A174;1;A192;1
714;1;9;A34;A43;1138;1;3;4;A93;A101;4;A121;25;A143;A152;2;A172;1;A191;1
715;2;60;A32;A40;14027;1;4;4;A93;A101;2;A124;27;A143;A152;1;A174;1;A192;2
716;4;30;A34;A41;7596;0;5;1;A93;A101;4;A123;63;A143;A152;2;A173;1;A191;1
717;4;30;A34;A43;3077;0;5;3;A93;A101;2;A123;40;A143;A152;2;A173;2;A192;1
718;4;18;A32;A43;1505;1;3;4;A93;A101;2;A124;32;A143;A153;1;A174;1;A192;1
719;3;24;A34;A43;3148;0;3;3;A93;A101;2;A123;31;A143;A152;2;A173;1;A192;1
720;2;20;A30;A41;6148;2;5;3;A94;A101;4;A123;31;A141;A152;2;A173;1;A192;1
721;3;9;A30;A43;1337;1;2;4;A93;A101;2;A123;34;A143;A152;2;A174;1;A192;2
722;2;6;A31;A46;433;4;2;4;A92;A101;2;A122;24;A141;A151;1;A173;2;A191;2
723;1;12;A32;A40;1228;1;3;4;A92;A101;2;A121;24;A143;A152;1;A172;1;A191;2
724;2;9;A32;A43;790;3;3;4;A92;A101;3;A121;66;A143;A152;1;A172;1;A191;1
725;4;27;A32;A40;2570;1;3;3;A92;A101;3;A121;21;A143;A151;1;A173;1;A191;2
726;4;6;A34;A40;250;4;3;2;A92;A101;2;A121;41;A141;A152;2;A172;1;A191;1
727;4;15;A34;A43;1316;3;3;2;A94;A101;2;A122;47;A143;A152;2;A172;1;A191;1
728;1;18;A32;A43;1882;1;3;4;A92;A101;4;A123;25;A141;A151;2;A173;1;A191;2
729;2;48;A31;A49;6416;1;5;4;A92;A101;3;A124;59;A143;A151;1;A173;1;A191;2
730;3;24;A34;A49;1275;4;3;2;A91;A101;4;A121;36;A143;A152;2;A173;1;A192;1
731;2;24;A33;A43;6403;1;2;1;A93;A101;2;A123;33;A143;A152;1;A173;1;A191;1
732;1;24;A32;A43;1987;1;3;2;A93;A101;4;A121;21;A143;A151;1;A172;2;A191;2
733;2;8;A32;A43;760;1;4;4;A92;A103;2;A121;44;A143;A152;1;A172;1;A191;1
734;4;24;A32;A41;2603;4;3;2;A92;A101;4;A123;28;A143;A151;1;A173;1;A192;1
735;4;4;A34;A40;3380;1;4;1;A92;A101;1;A121;37;A143;A152;1;A173;2;A191;1
736;2;36;A31;A44;3990;0;2;3;A92;A101;2;A124;29;A141;A152;1;A171;1;A191;1
737;2;24;A32;A41;11560;1;3;1;A92;A101;4;A123;23;A143;A151;2;A174;1;A191;2
738;1;18;A32;A40;4380;2;3;3;A93;A101;4;A123;35;A143;A152;1;A172;2;A192;1
739;4;6;A34;A40;6761;1;4;1;A93;A101;3;A124;45;A143;A152;2;A174;2;A192;1
740;2;30;A30;A49;4280;2;3;4;A92;A101;4;A123;26;A143;A151;2;A172;1;A191;2
741;1;24;A31;A40;2325;2;4;2;A93;A101;3;A123;32;A141;A152;1;A173;1;A191;1
742;2;10;A31;A43;1048;1;3;4;A93;A101;4;A121;23;A142;A152;1;A172;1;A191;1
743;4;21;A32;A43;3160;0;5;4;A93;A101;3;A122;41;A143;A152;1;A173;1;A192;1
744;1;24;A31;A42;2483;3;3;4;A93;A101;4;A121;22;A142;A152;1;A173;1;A192;1
745;1;39;A34;A42;14179;0;4;4;A93;A101;4;A122;30;A143;A152;2;A174;1;A192;1
746;1;13;A34;A49;1797;1;2;3;A93;A101;1;A122;28;A141;A152;2;A172;1;A191;1
747;1;15;A32;A40;2511;1;1;1;A92;A101;4;A123;23;A143;A151;1;A173;1;A191;1
748;1;12;A32;A40;1274;1;2;3;A92;A101;1;A121;37;A143;A152;1;A172;1;A191;2
749;4;21;A32;A41;5248;0;3;1;A93;A101;3;A123;26;A143;A152;1;A173;1;A191;1
750;4;15;A32;A41;3029;1;4;2;A93;A101;2;A123;33;A143;A152;1;A173;1;A191;1
751;1;6;A32;A42;428;1;5;2;A92;A101;1;A122;49;A141;A152;1;A173;1;A192;1
752;1;18;A32;A40;976;1;2;1;A92;A101;2;A123;23;A143;A152;1;A172;1;A191;2
753;2;12;A32;A49;841;2;4;2;A92;A101;4;A121;23;A143;A151;1;A172;1;A191;1
754;4;30;A34;A43;5771;1;4;4;A92;A101;2;A123;25;A143;A152;2;A173;1;A191;1
755;4;12;A33;A45;1555;4;5;4;A93;A101;4;A124;55;A143;A153;2;A173;2;A191;2
756;1;24;A32;A40;1285;0;4;4;A92;A101;4;A124;32;A143;A151;1;A173;1;A191;2
757;3;6;A34;A40;1299;1;3;1;A93;A101;1;A121;74;A143;A152;3;A171;2;A191;1
758;3;15;A34;A43;1271;0;3;3;A93;A101;4;A124;39;A143;A153;2;A173;1;A192;2
759;4;24;A32;A40;1393;1;3;2;A93;A103;2;A121;31;A143;A152;1;A173;1;A192;1
760;1;12;A34;A40;691;1;5;4;A93;A101;3;A122;35;A143;A152;2;A173;1;A191;2
761;4;15;A34;A40;5045;0;5;1;A92;A101;4;A123;59;A143;A152;1;A173;1;A192;1
762;1;18;A34;A42;2124;1;3;4;A92;A101;4;A121;24;A143;A151;2;A173;1;A191;2
763;1;12;A32;A43;2214;1;3;4;A93;A101;3;A122;24;A143;A152;1;A172;1;A191;1
764;4;21;A34;A40;12680;0;5;4;A93;A101;4;A124;30;A143;A153;1;A174;1;A192;2
765;4;24;A34;A40;2463;2;4;4;A94;A101;3;A122;27;A143;A152;2;A173;1;A192;1
766;2;12;A32;A43;1155;1;5;3;A94;A103;3;A121;40;A141;A152;2;A172;1;A191;1
767;1;30;A32;A42;3108;1;2;2;A91;A101;4;A122;31;A143;A152;1;A172;1;A191;2
768;4;10;A32;A41;2901;0;2;1;A92;A101;4;A121;31;A143;A151;1;A173;1;A191;1
769;2;12;A34;A42;3617;1;5;1;A93;A101;4;A123;28;A143;A151;3;A173;1;A192;1
770;4;12;A34;A43;1655;1;5;2;A93;A101;4;A121;63;A143;A152;2;A172;1;A192;1
771;1;24;A32;A41;2812;0;5;2;A92;A101;4;A121;26;A143;A151;1;A173;1;A191;1
772;1;36;A34;A46;8065;1;3;3;A92;A101;2;A124;25;A143;A152;2;A174;1;A192;2
773;4;21;A34;A41;3275;1;5;1;A93;A101;4;A123;36;A143;A152;1;A174;1;A192;1
774;4;24;A34;A43;2223;2;5;4;A93;A101;4;A122;52;A141;A152;2;A173;1;A191;1
775;3;12;A34;A40;1480;3;1;2;A93;A101;4;A124;66;A141;A153;3;A171;1;A191;1
776;1;24;A32;A40;1371;0;3;4;A92;A101;4;A121;25;A143;A151;1;A173;1;A191;2
777;4;36;A34;A40;3535;1;4;4;A93;A101;4;A123;37;A143;A152;2;A173;1;A192;1
778;1;18;A32;A43;3509;1;4;4;A92;A103;1;A121;25;A143;A152;1;A173;1;A191;1
779;4;36;A34;A41;5711;4;5;4;A93;A101;2;A123;38;A143;A152;2;A174;1;A192;1
780;2;18;A32;A45;3872;1;1;2;A92;A101;4;A123;67;A143;A152;1;A173;1;A192;1
781;2;39;A34;A43;4933;1;4;2;A93;A103;2;A121;25;A143;A152;2;A173;1;A191;2
782;4;24;A34;A40;1940;4;5;4;A93;A101;4;A121;60;A143;A152;1;A173;1;A192;1
783;2;12;A30;A48;1410;1;3;2;A93;A101;2;A121;31;A143;A152;1;A172;1;A192;1
784;2;12;A32;A40;836;2;2;4;A92;A101;2;A122;23;A141;A152;1;A172;1;A191;2
785;2;20;A32;A41;6468;0;1;1;A91;A101;4;A121;60;A143;A152;1;A174;1;A192;1
786;2;18;A32;A49;1941;4;3;4;A93;A101;2;A122;35;A143;A152;1;A172;1;A192;1
787;4;22;A32;A43;2675;3;5;3;A93;A101;4;A123;40;A143;A152;1;A173;1;A191;1
788;4;48;A34;A41;2751;0;5;4;A93;A101;3;A123;38;A143;A152;2;A173;2;A192;1
789;2;48;A33;A46;6224;1;5;4;A93;A101;4;A124;50;A143;A153;1;A173;1;A191;2
790;1;40;A34;A46;5998;1;3;4;A93;A101;3;A124;27;A141;A152;1;A173;1;A192;2
791;2;21;A32;A49;1188;1;5;2;A92;A101;4;A122;39;A143;A152;1;A173;2;A191;2
792;4;24;A32;A41;6313;0;5;3;A93;A101;4;A123;41;A143;A152;1;A174;2;A192;1
793;4;6;A34;A42;1221;0;3;1;A94;A101;2;A122;27;A143;A152;2;A173;1;A191;1
794;3;24;A32;A42;2892;1;5;3;A91;A101;4;A124;51;A143;A153;1;A173;1;A191;1
795;4;24;A32;A42;3062;3;5;4;A93;A101;3;A124;32;A143;A151;1;A173;1;A192;1
796;4;9;A32;A42;2301;2;2;2;A92;A101;4;A122;22;A143;A151;1;A173;1;A191;1
797;1;18;A32;A41;7511;0;5;1;A93;A101;4;A122;51;A143;A153;1;A173;2;A192;2
798;4;12;A34;A42;1258;1;2;2;A92;A101;4;A122;22;A143;A151;2;A172;1;A191;1
799;4;24;A33;A40;717;0;5;4;A94;A101;4;A123;54;A143;A152;2;A173;1;A192;1
