id;age;income;seniority;nbpoints;nbproducts;nbpurchases;usecredit;changeconsum;subscription;subscription2;response
3435;35;1251.87;12;1;10;46;0;1.11;0;0;N
3436;39;6504.67;12;2;12;61;0;1.09;0;14.42;N
3437;43;2827.44;10;2;16;71;137.2;1;4310.33;68.07;N
3438;32;3002.73;10;0;6;44;0;1;0;0;N
3439;41;2039.73;10;3;14;57;60.98;1.25;1428.02;0;N
3440;43;1333.27;20;3;17;84;138.12;1;2755.47;78.6;N
3441;44;2234.52;16;2;12;58;41.92;1.18;501.69;45.1;N
3442;45;51.38;15;0;8;1;;1;0;0;N
3443;41;2709.67;19;3;18;40;81.44;1.33;531.51;76.57;N
3444;44;2403.11;16;1;12;32;0;1.3;0;76.89;N
3445;40;2239.93;8;2;14;35;0;1.55;0;41.37;N
3446;56;2330.95;18;3;13;53;0;1.27;0;15.62;O
3447;41;468.88;15;2;17;69;0;1.13;0;127.76;O
3448;43;189.41;8;0;10;12;0;1;0;24.84;N
3449;39;1683.43;18;1;3;45;0;1;0;0;N
3450;42;3294.86;13;2;18;44;0;1.19;0;103.73;N
3451;46;2151.56;16;2;16;51;63.87;1.07;63.52;48.97;O
3452;41;1407.14;14;1;5;42;0;1;0;0;N
3453;72;35.17;21;2;11;9;0;1;0;134.59;N
3454;41;97.09;20;2;4;5;0;0.75;0;0;N
3455;39;1658.04;14;2;7;42;0;1;0;0;N
3456;41;301.45;13;0;6;2;0;1;0;147.72;N
3457;35;1816.28;13;2;11;50;60.98;1.2;1452.46;11.26;N
3458;39;1222.44;12;3;15;21;60.98;1;1498.86;59.22;N
3459;39;2554.17;10;2;15;75;0;1.07;0;49.55;N
3460;35;1876.67;13;2;8;51;259.17;1.5;247.59;3.05;N
3461;40;2181.06;18;1;9;34;0;1.13;0;0;O
3462;46;2071.24;13;2;14;39;0;0.93;0;81.65;N
3463;39;368.76;14;1;4;19;0;1;0;0;N
3464;36;2192.16;7;1;10;33;0;1.22;0;0;N
3465;46;752.45;15;2;8;22;1.02;2.2;0;0;N
3466;37;1667.99;12;1;2;39;0;1;0;0;N
3467;35;3240.77;13;1;13;66;8.64;1.5;178.01;15.73;N
3468;39;341.52;12;1;6;5;0;1;0;0;N
3469;33;888.27;11;1;3;12;0;1;0;0;N
3470;44;1205.96;21;1;7;13;0;1;0;0;N
3471;43;1162.84;21;2;8;24;34.3;1;485.11;0;N
3472;40;1473.02;13;2;13;25;224.19;0.92;7302.48;94.82;N
3473;44;4794.95;12;2;10;40;0;1;0;0;N
3474;44;2432.72;8;2;9;44;133.39;0.89;4038.21;72.42;N
3475;36;2568.19;20;2;9;42;130.93;1.83;736.02;0;N
3476;41;2206.56;13;2;8;35;0;1.67;0;0;N
3477;43;337;22;2;7;23;12.64;1;1.44;0;N
3478;47;1103.94;13;1;5;16;0;1;0;0;N
3479;47;130.28;12;0;3;3;0;1;0;0;N
3480;34;2354.05;18;2;20;53;0;1;0;72.07;N
3481;49;6894;18;1;8;68;0;1.29;0;0;N
3482;40;4197.41;14;2;11;50;0;1.2;0;9.89;N
3483;43;2551.98;19;1;15;55;129.82;1.42;758.46;61.79;N
3484;41;1477.54;21;1;5;25;0;1;0;0;N
3485;49;2354.31;21;1;7;24;0;1;0;0;N
3486;38;1605.03;13;2;9;49;0;1;0;0;N
3487;44;;12;0;2;1;;1;0;0;N
3488;37;1458.79;11;1;3;59;0;1;0;0;N
3489;34;2313.77;10;2;12;69;284.13;0.92;983.68;94.36;N
3490;50;1195.72;18;0;2;19;0;1;0;0;N
3491;42;2462.12;11;2;20;33;0;1.05;0;26.23;N
3492;54;3309.6;22;1;7;27;0;1;0;0;O
3493;42;2492.41;21;2;11;42;0;1;0;120.63;N
3494;36;3120.48;13;1;11;71;0;1;0;0;N
3495;39;1986.86;13;2;12;66;49.54;1.4;579.63;80.69;N
3496;35;1719.8;12;1;5;35;0;1;0;0;N
3497;46;2951.75;11;2;11;35;0;1;0;54.13;N
3498;40;4219.17;10;1;8;52;0;0.88;0;0;N
3499;40;2719.12;9;2;15;33;0;1.07;0;61.79;N
3500;46;1891.82;9;1;15;23;0;1;0;236.49;N
3501;42;3775.35;10;1;11;69;0;1;0;0;N
3502;43;2932.73;18;2;7;63;0;1;0;0;N
3503;40;1163.85;13;1;5;14;0;0.8;0;0;N
3504;36;1616.18;14;1;8;62;0;1;0;6.92;N
3505;41;1630.07;15;3;12;35;152.32;1;401.69;71.13;O
3506;45;4356.12;12;1;6;43;0;1;0;0;N
3507;45;546.02;10;1;7;36;0;1.6;0;0;N
3508;42;333.46;13;1;3;11;0;1;0;0;N
3509;47;3654.47;14;3;8;50;76.22;1;2303.5;0;N
3510;36;2402.93;11;1;8;62;0;1;0;0;N
3511;35;1141.78;10;2;6;38;126.78;1.2;2239.12;0;N
3512;39;5207.19;13;3;18;46;4.16;1.33;0;0;N
3513;44;2924.47;19;2;10;59;60.98;1;1513.72;42.17;N
3514;42;1529.6;15;1;5;25;0;1;0;0;N
3515;32;2680.82;13;2;6;38;0;1;0;0;N
3516;34;386.47;11;0;2;14;0;0.5;0;0;N
3517;44;320.09;7;1;8;42;0;1;0;51.61;N
3518;49;4731.29;10;2;7;31;0;1.8;0;0;N
3519;37;757.88;7;1;6;37;0;1;0;0;N
3520;45;6182.23;7;2;10;101;0;1;0;0;N
3521;40;4164.53;7;2;13;91;0;0.86;0;0;N
3522;34;4168.59;12;2;13;57;0;1;0;44.89;N
3523;31;563.06;7;1;7;19;0;1.33;0;32.73;O
3524;32;7529.13;7;2;14;59;0;1.33;0;8.87;N
3525;48;0;21;0;2;1;0;1;0;0;N
3526;43;102.45;7;0;1;2;0;1;0;0;N
3527;37;2844.87;7;1;7;66;0;1.17;0;0;N
3528;27;3788.33;7;3;6;24;0;1.2;0;0;N
3529;43;76.61;7;1;7;3;0;1;0;0;N
3530;32;1747.03;7;3;12;66;16.26;1.27;187.85;83.71;O
3531;30;2204.98;7;3;17;94;316.34;1;3417.92;123.99;O
3532;44;692.1;7;0;8;17;0;1;0;0;N
3533;35;1801.04;10;1;7;54;0;1.8;0;0;N
3534;31;2591.57;13;1;7;49;0;1;0;0;N
3535;30;85.48;8;0;2;4;0;1;0;0;N
3536;33;1584.32;6;1;11;41;0;1.33;0;34.5;N
3537;44;1849.24;6;2;15;66;82.85;0.88;2433.36;61.13;O
3538;43;3304.67;11;3;5;39;212.16;1;6660.97;0;N
3539;40;1749.33;6;2;16;39;0;1;0;58.21;O
3540;33;3678.89;14;2;11;82;1.02;1.44;0;0;N
3541;36;2750.79;6;1;14;50;0;1;0;51.54;N
3542;33;2302.7;15;1;10;88;36.33;1.22;557.82;0;N
3543;36;1708.21;6;1;8;11;0;1;0;12.92;N
3544;41;148.34;6;1;3;5;0;1;0;0;N
3545;42;1560.86;14;1;20;22;0;1.13;0;19.41;N
3546;35;3545.67;6;1;17;40;0;1.06;0;13.47;N
3547;46;508.11;6;0;5;2;0;1;0;78.61;N
3548;56;851.37;6;1;10;18;59.87;1.11;768.06;46.22;N
3549;50;5005.44;6;1;9;61;0;1;0;0;N
3550;32;538.4;6;1;4;6;0;1;0;0;N
3551;36;6706.82;19;2;10;77;0;1.22;0;0;N
3552;43;2291.63;6;1;3;52;0;1.5;0;0;N
3553;35;1743.4;13;2;13;76;1395.58;1;564.51;85.8;N
3554;41;944.78;6;2;4;13;2.03;1.67;106.71;0;N
3555;31;2107.86;6;1;7;52;0;0.88;0;4.77;N
3556;34;2102.29;10;3;11;74;0;0.92;0;41.99;N
3557;40;1290.87;6;2;6;44;169.85;1;227.9;0;N
3558;38;1843.49;6;1;4;32;0;1;0;0;N
3559;35;3012.01;12;3;18;79;0;0.89;0;0;N
3560;32;1129.49;6;1;10;56;0;0.9;0;0;N
3561;42;2057.81;6;2;15;49;0;0.93;0;15.24;N
3562;37;528.91;6;1;8;32;0;1;0;61.17;N
3563;29;2789.94;6;2;6;61;86.3;0.83;355.74;9.85;N
3564;40;3155;13;2;11;55;0;1.56;0;0;N
3565;35;1932.71;6;2;11;49;24.99;1.56;217.7;70.75;N
3566;38;133.08;6;1;6;5;0;1;0;0;N
3567;45;681.08;6;0;4;10;0;1.25;0;0;N
3568;37;2601.89;19;3;16;33;22.47;1.07;50.59;72.3;N
3569;31;1507.02;11;1;8;36;0;1;0;3.29;O
3570;46;4055.24;6;3;12;84;248;2;0;1.93;N
3571;41;2381.23;16;1;5;58;0;1;0;0;N
3572;44;2623.74;6;1;8;54;0;1.14;0;0;N
3573;41;1354.95;6;1;5;26;0;1;0;0;N
3574;37;2102.38;4;2;12;40;0;1;0;19.94;N
3575;35;3253.82;16;4;16;85;1.4;1.13;0;0;N
3576;45;474.58;6;0;3;4;0;1;0;0;N
3577;41;1124.65;6;1;5;27;0;1;0;0;N
3578;43;2910.87;6;3;14;47;82.58;1.15;714.71;0;N
3579;38;1900.9;16;1;7;43;0;1.33;0;0;N
3580;36;1711.54;6;1;6;41;0;1;0;0;N
3581;40;303.8;6;0;7;3;0;0.88;0;14.08;N
3582;37;3766.29;19;2;8;51;0;1.29;0;56.34;N
3583;46;135.43;6;0;3;3;0;1;0;0;N
3584;34;17.53;20;0;2;1;;0.5;0;0;N
3585;39;287.56;6;1;5;10;0;1;0;0;N
3586;35;2429.02;6;1;6;50;0;1;0;0;N
3587;36;208.8;6;0;2;5;0;1;0;0;N
3588;45;2532.09;6;1;8;40;0;1;0;0;N
3589;40;354.71;6;0;5;10;0;0.8;0;0;N
3590;41;1621.21;6;0;4;31;0;1;0;0;N
3591;44;2316.69;24;1;9;48;0;1;0;54.83;N
3592;41;1864.64;8;1;4;41;0;1;0;0;N
3593;31;1580.2;15;2;8;22;0;1;0;0;N
3594;33;430.25;12;1;5;7;0;1;0;0;N
3595;49;2126.63;12;1;6;29;0;1;0;0;N
3596;49;612.52;6;2;8;34;7.84;1.5;69.07;0;N
3597;31;3462.9;13;4;20;69;91.47;1;2263.77;155.2;N
3598;42;3166.49;6;0;10;14;0;0.9;0;0;N
3599;44;1316.69;6;3;15;30;191.12;1.07;721.84;111.9;N
3600;42;5501.66;6;1;6;19;0;1;0;0;N
3601;29;1492.13;6;1;4;42;0;1;0;0;N
3602;36;323.1;6;0;5;3;0;1;0;7.79;N
3603;36;319.66;11;1;10;19;0;1.38;0;36.12;O
3604;38;144.75;6;0;5;6;0;1;0;55.92;N
3605;44;438.84;6;0;3;2;0;1;0;0;N
3606;39;551.06;6;2;8;25;55.9;1;1062.09;0;O
3607;31;1121.18;6;2;10;37;0;0.82;0;0;N
3608;35;1958.84;6;1;5;31;0;1;0;0;N
3609;30;4947.34;6;3;10;49;357.11;1;2079.81;0;O
3610;32;1492.43;13;1;9;61;0;1.38;0;34.98;O
3611;41;0;5;0;3;1;0;1;0;0;N
3612;38;2376.96;5;2;9;48;76.22;1;1485.71;0;N
3613;32;3107.87;5;3;16;72;180.14;1.07;362.16;0;N
3614;33;3521.78;11;3;12;73;104.22;1;2687.44;0;N
3615;43;1650.2;5;1;16;44;0;1.13;0;137.27;O
3616;31;503.07;5;1;5;30;0;1;0;0;N
3617;34;2320.64;5;2;10;51;31.25;1;380.14;86.26;N
3618;46;0;5;0;2;1;0;1;0;0;N
3619;32;701.18;11;1;8;33;0;1;0;77.09;N
3620;47;11072.38;11;2;12;39;677.93;1.09;4712.19;0;O
3621;33;2330.33;5;2;11;58;95;1;497.9;10.43;O
3622;44;4184.91;5;2;10;33;0;0.9;0;22.75;N
3623;31;92.7;5;1;3;6;0;1;0;0;N
3624;33;1826.01;9;2;6;49;0;1.2;0;0;N
3625;40;3323.65;5;2;9;97;0;1.11;0;29.57;O
3626;33;1397.9;15;1;5;30;0;1;0;23.78;N
3627;33;5036.92;5;2;15;75;0;1.07;0;0;N
3628;37;2243.91;5;1;7;46;0;1;0;0;N
3629;56;263.76;5;0;13;3;0;1;0;48.84;O
3630;38;913.99;6;1;6;14;0;1;0;0;N
3631;39;2390.67;6;2;10;61;89.41;0.91;421.74;0;N
3632;35;105.76;12;0;7;4;91.47;0.86;2257.66;0;N
3633;40;1878.43;5;1;7;78;0;1;0;0;N
3634;36;2920.6;5;2;7;48;0;1.33;0;0;N
3635;45;2331.46;5;1;7;20;0;1;0;0;N
3636;33;3802.93;5;1;12;73;0;1;0;19.01;N
3637;36;5814.54;5;4;20;52;137.2;1;1830.52;94.58;N
3638;34;1155.79;5;1;5;32;0;1;0;0;O
3639;30;1945.3;5;2;11;19;0;1.63;0;0;N
3640;38;764.35;5;1;5;16;0;1;0;0;N
3641;31;4332.5;6;2;14;58;0;1;0;0;N
3642;45;1023.7;5;1;4;26;0;1;0;0;N
3643;33;3336.68;9;1;11;84;0;1.2;0;59.24;N
3644;45;3287.69;6;1;9;54;0;1.25;0;54.13;N
3645;41;28.13;5;0;5;3;0;0.8;0;0;N
3646;37;1750.23;5;1;5;13;0;1;0;0;N
3647;39;2795.85;5;1;4;59;0;1.33;0;0;N
3648;38;5132.94;5;2;19;69;0;1.11;0;0;N
3649;34;3182.33;5;2;11;94;60.48;0.91;1265.93;0;N
3650;33;1968.34;5;1;5;79;0.76;1.5;0;0;N
3651;45;0;5;0;4;1;;1;0;0;N
3652;32;1854.61;5;1;7;65;0;1.17;0;0;N
3653;46;1923.46;5;1;5;54;0;1.5;0;2.62;N
3654;38;1874.25;5;3;11;70;76.22;1.33;2278.66;28.94;N
3655;36;1855.12;5;1;5;45;0;1;0;0;N
3656;42;919.69;5;0;3;12;0;1;0;0;N
3657;34;1990.78;5;3;12;57;0;1.08;0;116.07;O
3658;39;2807.63;5;2;4;30;0;1.33;0;0;N
3659;32;2500.59;5;2;9;50;25.39;1;43.64;13.45;N
3660;37;2088.29;18;2;13;61;1.02;1.27;127.04;45.42;N
3661;34;1344.63;10;2;13;30;0;1.36;0;23.8;N
3662;30;2704.46;11;3;17;70;8.92;1.43;230.05;129.2;O
3663;37;2541.04;9;3;9;59;0;1;0;0;N
3664;38;1737.61;20;1;4;68;0;1;0;0;N
3665;45;2596.15;16;3;14;40;143.42;1.25;4131.14;100.71;O
3666;28;3265.14;13;3;11;79;0;0.91;0;0;N
3667;37;3961.56;19;3;13;58;138.47;1;1690.21;0;N
3668;60;6622.96;21;4;20;51;742.49;1.08;6912.19;35.87;O
3669;48;1822.91;13;1;3;19;0;1;0;13.16;N
3670;46;3374.09;16;1;8;52;0;1;0;0;N
3671;26;1854.02;10;2;6;66;60.98;1;1370.5;0;N
3672;42;301.53;16;2;15;38;1.02;1.38;0;0;N
3673;35;1863.86;13;2;7;35;0;1;0;0;N
3674;42;2520.42;21;3;17;69;99.85;1;2908.84;129.44;N
3675;44;102.5;9;0;8;2;0;0.88;0;0;N
3676;35;3256.94;15;2;9;111;0;1;0;0;N
3677;44;2693.09;21;3;19;69;116.11;0.95;1612.33;63.15;N
3678;49;3291.91;21;2;11;48;0;1.1;0;2.15;N
3679;37;2588.9;17;2;18;97;0;1.19;0;125.97;O
3680;42;10541.75;7;3;19;43;0;1.24;0;41.52;N
3681;36;2322.06;18;2;6;54;0;1;0;0;N
3682;31;4675.97;15;2;7;69;0;1.17;0;0;N
3683;43;1316.44;10;1;17;26;0;0.83;0;106.13;N
3684;29;2511.9;12;1;5;75;0;1;0;0;N
3685;37;2683.99;21;1;7;61;0;0.75;0;0;N
3686;33;2461.51;17;2;15;57;0;1.07;0;15.2;O
3687;34;2498.9;15;4;17;61;60.98;1.13;784.85;0;N
3688;42;1319.54;13;1;5;24;0;1;0;71.26;N
3689;35;2983.6;12;3;12;63;295.52;1.09;138.68;0;N
3690;35;3720.41;19;3;16;81;0;1.21;0;45.73;N
3691;41;822.23;18;2;7;38;76.22;0.88;1227.82;15.4;N
3692;30;2204.86;14;2;6;49;60.98;1;1205.78;0;N
3693;29;396.22;6;1;6;22;0;1;0;0;N
3694;39;2295.69;21;1;14;30;0;1.08;0;37.51;N
3695;36;8483.69;20;2;18;86;0;1.12;0;32.38;N
3696;31;1692.97;16;2;11;50;0;1;0;0;N
3697;44;4386.94;18;3;11;61;172.32;1;745.67;0;N
3698;37;2198.75;9;1;5;40;0;1;0;0;N
3699;39;3040.56;21;1;9;53;0;1.43;0;62.14;N
3700;29;948.36;14;1;5;39;0;1;0;0;N
3701;49;1578.03;21;1;5;33;0;1;0;0;N
3702;40;2711.36;12;3;12;68;95.93;1;2963.5;162.82;N
3703;37;1731.89;18;1;12;32;0;1.27;0;17.75;N
3704;39;4165.21;18;2;17;64;494.02;1.43;387.34;0;O
3705;51;2554.88;20;3;17;67;0;1.33;0;29.65;O
3706;36;2495.82;21;1;12;52;0;0.92;0;26.84;N
3707;33;3174.5;16;2;9;70;0;1;0;0;N
3708;33;1098.56;12;2;7;40;34.35;1.33;194.2;0;N
3709;32;2649.94;6;1;12;50;0;1;0;0;N
3710;32;2114.29;17;2;8;55;0;1;0;0;N
3711;37;1426.18;21;1;11;52;2.03;1.44;0;0;N
3712;32;2649.72;18;2;13;55;36.74;1.08;695.5;13.11;N
3713;43;1371.08;8;1;4;11;0;1;0;0;N
3714;29;5005.01;8;2;20;54;0;1.1;0;0;O
3715;43;571.45;16;1;5;30;0;1.25;0;0;N
3716;43;283.74;8;0;3;2;0;1;0;0;N
3717;35;2695.72;12;2;16;77;0;1;0;0;N
3718;65;966.7;25;1;5;28;0;1;0;98.24;N
3719;31;1704.3;14;2;18;43;0;0.94;0;0;N
3720;36;1823.83;15;2;9;72;137.21;0.89;1409.52;0;N
3721;44;5014.34;13;3;20;42;7.38;1.05;7.33;136.76;N
3722;52;1183.95;21;1;11;24;0;1.09;0;9.01;N
3723;36;1772.67;19;2;10;50;0;0.9;0;0;N
3724;49;410.33;15;0;3;5;0;1;0;0;N
3725;39;2424.6;13;1;13;32;0;1.36;0;0;N
3726;39;7202.85;9;2;14;17;263.24;0.87;253.12;0;N
3727;39;3356.13;21;2;11;59;0;1;0;0;N
3728;45;2525.54;21;2;9;52;275.87;1.11;9925.38;0;N
3729;31;1781.73;14;3;11;54;20.64;1.2;18.15;0;N
3730;45;118.05;16;0;3;11;0;1;0;0;N
3731;32;3489.11;12;1;5;71;0;1.25;0;0;N
3732;31;2420.24;15;2;15;72;0;1;0;77.41;N
3733;37;2331.74;21;1;7;45;0;1;0;0;N
3734;43;1966.54;23;1;9;48;0;1.25;0;0;N
3735;27;2665.16;5;1;11;54;0;1;0;0;N
3736;39;2157.16;12;2;13;36;0;1.08;0;26.95;N
3737;36;1638.93;20;1;4;59;0;1;0;36.15;N
3738;38;3835.54;21;2;11;97;0;0.91;0;13.44;N
3739;35;3165.29;21;2;13;52;0;1.08;0;0;N
3740;30;1241.48;13;2;10;49;60.98;1;1476.68;65.53;O
3741;35;3857;9;2;11;74;0;1;0;0;N
3742;42;4210.51;21;5;19;110;62.49;1.18;896.58;65.18;N
3743;37;1193.42;17;1;7;46;0;1;0;15.23;N
3744;28;2622.5;11;3;15;64;97.06;1;618.73;0;N
3745;42;2921.92;17;1;9;94;0;1.13;0;68.12;N
3746;47;4467.75;13;3;20;81;64.01;1.15;63.52;110.87;O
3747;32;2742.38;15;3;11;105;0;0.91;0;49.09;N
3748;38;3116.2;21;2;11;64;0;1;0;0;N
3749;49;1788.99;22;2;10;55;311.14;0.9;1615.21;25.84;N
3750;45;6930.88;14;1;10;78;0;1.38;0;0;O
3751;33;458.18;12;2;6;27;0;0.71;0;0;N
3752;38;1484.88;14;3;13;42;177.81;1.17;4195.17;28.04;O
3753;47;8681.09;11;3;16;61;403.99;1;5837.76;49.79;O
3754;30;980.99;15;2;10;52;0;1;0;0;N
3755;44;451.66;21;0;4;8;0;1;0;82.02;N
3756;34;1929.58;18;2;11;65;35.21;1.1;741.54;29.97;O
3757;31;3163.14;12;2;13;84;0;1;0;118.72;N
3758;36;3568.68;21;2;17;78;60.98;1.06;971.3;103.36;O
3759;35;1858.21;18;1;10;48;0;1;0;0;N
3760;35;6233.82;13;2;16;72;0;1.06;0;0;N
3761;51;369.23;12;1;3;13;0;1;0;39.5;O
3762;32;33.84;17;0;1;3;0;1;0;0;N
3763;38;3275.55;12;2;17;40;0;1.06;0;87.35;N
3764;32;1477.77;14;1;5;27;0;1;0;0;N
3765;33;722.16;12;2;9;31;76.22;0.89;1630.97;11.85;N
3766;34;2231.36;19;2;10;51;0;0.9;0;0;N
3767;30;3059;13;1;7;50;0;0.86;0;0;N
3768;31;1754.91;8;1;5;40;0;1;0;45.04;N
3769;36;2717.8;20;2;13;70;0;1;0;74.14;N
3770;29;1699.74;10;1;6;77;0;0.86;0;0;O
3771;41;1304.96;7;0;12;32;0;0.85;0;0;N
3772;31;2957.1;14;2;12;57;0;1.18;0;0;N
3773;42;6017.6;21;2;9;34;0;1;0;0;N
3774;34;605.96;13;1;4;32;0;1;0;0;N
3775;41;2235.21;16;1;14;50;0;1.33;0;0;N
3776;29;610.74;11;0;3;22;0;1;0;0;N
3777;32;2004.28;14;1;8;37;0;1;0;0;N
3778;34;1625.56;20;2;14;34;0;0.93;0;0;N
3779;32;2773.96;8;3;17;60;281.71;0.94;1188.7;116.51;N
3780;30;3106.1;7;2;8;78;0;1;0;0;N
3781;34;4622.31;17;3;20;71;1.11;1.67;0;0;N
3782;33;1607.89;7;2;14;41;133.39;1.15;3295.02;146.56;O
3783;30;173.93;12;0;7;5;0;1;0;0;N
3784;42;2860.53;21;1;9;62;0;0.89;0;58.58;O
3785;42;2765.29;21;3;19;46;0;1.06;0;20.16;N
3786;33;2173.5;17;2;8;53;0;0.88;0;0;N
3787;36;1998.48;19;1;6;35;0;1;0;0;N
3788;30;1578.17;17;1;9;46;0;1.13;0;0;N
3789;47;3417.28;14;2;16;60;0;1.2;0;55.43;O
3790;40;2327.33;21;2;10;61;66.06;1.38;1814.17;0;O
3791;36;2212.2;19;1;7;36;0;1;0;0;N
3792;75;1463.1;21;1;10;25;0;1.33;0;84.21;N
3793;36;2611.58;11;1;7;49;0;0.86;0;0;N
3794;41;1491.47;21;3;18;54;219.14;1.12;5114.48;132.38;N
3795;30;2120.82;16;1;14;53;137.2;1.33;3768.74;95.02;O
3796;54;780.77;14;1;12;16;0;1;0;10.75;O
3797;28;2148.43;10;2;10;42;620.27;1;355.09;0;N
3798;31;1770.35;18;1;5;39;0;1.25;0;0;N
3799;31;1705.26;13;2;11;67;91.47;1.44;2857.34;9.88;N
3800;28;1785.26;10;1;11;44;0;1.75;0;25.35;N
3801;48;2613.42;21;2;9;50;0;1.13;0;23.99;N
3802;43;2288.94;9;2;9;71;179.32;1;480.68;0;N
3803;36;169.73;18;0;2;3;0;1;0;0;N
3804;42;2243.52;6;2;10;38;0;0.9;0;16.57;N
3805;34;3774.93;19;3;13;50;13.55;1;11.68;0;N
3806;32;3353.1;16;3;14;63;0;0.93;0;0;N
3807;33;1266.04;17;2;10;41;93.76;1;3039.06;155.93;O
3808;43;1070.6;12;2;8;22;0;1.43;0;4.66;N
3809;34;691.09;15;2;20;49;1.02;1.29;0;200.39;N
3810;33;3495.47;17;2;10;56;0;1.11;0;0;N
3811;36;3036.18;21;3;10;37;0;1;0;0;N
3812;38;1727.9;11;1;2;44;0;1;0;0;O
3813;40;2786.33;7;2;15;43;0;1;0;59.89;N
3814;28;2519.41;7;2;9;73;45.74;1;1402.66;10.88;N
3815;30;489.83;12;2;6;25;77.49;0.86;678.79;10.48;N
3816;35;2194.63;17;1;8;36;0;1;0;0;N
3817;30;1850.79;5;2;7;40;0;1;0;0;N
3818;33;3291.39;15;2;20;106;0.76;1.39;0;117.47;N
3819;38;514.83;18;1;4;21;0;1;0;0;N
3820;28;1084.45;10;1;4;35;0;1;0;0;N
3821;35;2311.02;17;2;10;50;0;1;0;50.03;N
3822;41;3677.43;7;4;18;100;76.22;1.06;1981.7;0;N
3823;33;272.5;19;0;1;5;0;1;0;0;N
3824;37;3533.07;8;1;9;55;0;1.25;0;0;N
3825;33;2749.1;15;2;15;71;91.47;1.31;2226.5;46.91;N
3826;31;1946.15;10;1;10;37;0;1.22;0;54.5;N
3827;42;1255.49;13;3;8;38;0;1;0;7.24;N
3828;38;2120.36;8;3;18;49;55.9;1.33;1305.9;29.53;O
3829;40;2260.74;14;3;19;64;0;1.24;0;74.31;N
3830;29;3637.31;6;1;13;75;1.02;1.08;2.54;8.54;N
3831;36;1578.96;14;2;11;53;0;1.44;0;0;N
3832;49;1736.67;17;1;5;27;0;1;0;0;N
3833;35;2193.79;14;2;11;72;54.12;1.2;1526.88;61.25;O
3834;28;1905.19;12;2;7;64;91.47;1;2923.16;0;N
3835;40;2853.5;7;1;12;47;0;0.85;0;17.83;N
3836;37;1370.74;12;1;9;43;45.73;1;501.77;0;N
3837;44;3745.31;21;2;11;95;0;1;0;0;N
3838;43;2303.95;12;1;7;48;0;1;0;63.02;O
3839;32;2478.47;17;2;11;77;0;1.2;0;0;N
3840;38;1983.59;12;2;8;66;88.93;0.88;2451.69;0;N
3841;43;0;10;0;5;1;;1;0;0;N
3842;32;2354.42;14;2;11;23;0;1;0;40.86;N
3843;45;2963.96;23;1;4;28;0;1;0;0;N
3844;33;1189.55;13;1;10;41;0;1;0;53.87;N
3845;42;1765.48;24;1;4;45;0;1;0;0;N
3846;43;3603.16;21;3;18;36;91.47;1;1777.86;0;N
3847;34;1313.18;12;1;7;53;0;1;0;0;N
3848;31;2487.4;12;2;7;55;0;1;0;0;N
3849;41;1049.28;7;0;4;32;0;1;0;0;N
3850;37;2435.42;17;1;7;53;0;1;0;0;N
3851;33;2382.33;15;3;18;90;0;1.31;0;17;N
3852;33;59.98;15;0;10;1;0;1;0;61.23;N
3853;29;3643.41;13;2;13;70;40.3;1.36;64.24;13.63;O
3854;31;2376.99;15;2;7;60;0;1.17;0;0;N
3855;29;2045.29;12;2;9;54;137.2;1;4523.25;32.09;N
3856;29;1365.03;5;3;13;68;68.63;1.27;1171.68;117.06;N
3857;28;352.86;9;1;6;8;0;1;0;0;N
3858;35;2489.71;14;2;17;76;0;1;0;35.16;N
3859;37;3843.33;19;3;18;85;0;1.31;0;90.7;O
3860;43;6088.08;8;2;13;70;0;1;0;0;N
3861;38;2530.79;21;1;9;38;0;1;0;0;N
3862;32;2764.22;9;1;11;95;0;1.1;0;0;N
3863;38;3470.49;14;3;16;83;87.15;1;1438.22;0;N
3864;36;1668.51;21;1;5;2;0;1.25;0;0;N
3865;38;2054.36;20;3;9;51;0;1;0;0;N
3866;42;291.04;11;1;5;13;0;2.33;0;0;N
3867;37;3186.66;15;3;17;68;31.42;0.94;26.83;75.6;N
3868;33;2735.8;8;2;17;60;0;0.94;0;113.99;O
3869;43;4646.73;20;3;13;66;60.98;1;461.38;0;N
3870;29;3072.01;9;1;9;60;0;1.13;0;0;N
3871;39;1717.42;11;2;6;53;0;1;0;18.75;N
3872;27;2307.9;6;1;11;62;0;1.44;0;0;N
3873;45;3384.87;13;2;10;72;0;1.11;0;0;N
3874;34;1582.57;15;2;9;51;0;1;0;0;N
3875;33;1834.37;13;3;13;80;60.98;1;970.25;31.75;N
3876;38;173.08;12;1;14;41;0;1;0;0;O
3877;34;1538.84;18;1;9;66;0;0.89;0;0;N
3878;30;3964.92;13;3;15;94;1046.6;1;5596.43;2.9;O
3879;41;2104.95;21;3;11;73;8.8;1;2.42;0;N
3880;36;1734.4;17;3;11;45;67.33;1.44;1509.71;0;N
3881;35;1118.84;16;3;11;44;76.22;1.33;1480.78;64.34;N
3882;34;2655.37;15;2;7;52;0;1.5;0;0;N
3883;37;57;19;1;3;2;0;1;0;0;N
3884;39;65.47;18;1;5;29;0;1;0;0;N
3885;52;2898.64;10;2;9;54;0;1.43;0;0;N
3886;47;561.98;21;2;8;20;61.39;1;1145.76;53.01;N
3887;38;3304.42;19;2;6;86;0;1;0;0;N
3888;35;3122.84;13;2;9;76;0;1.71;0;0;N
