income;logincome;sqrtincome
1290.09;7.16;35.92
4003.58;8.3;63.27
1569.22;7.36;39.61
906.81;6.81;30.11
909.24;6.81;30.15
1024.36;6.93;32.01
217.95;5.39;14.76
439.01;6.09;20.95
1096.67;7;33.12
2169.22;7.68;46.57
6097.96;8.72;78.09
945.47;6.85;30.75
1271.94;7.15;35.66
1933.17;7.57;43.97
1529.6;7.33;39.11
596.15;6.39;24.42
1148.13;7.05;33.88
623.26;6.44;24.97
1723.18;7.45;41.51
1145.11;7.04;33.84
1233.02;7.12;35.11
629.15;6.45;25.08
1368.82;7.22;37
394.35;5.98;19.86
357.04;5.88;18.9
681.73;6.53;26.11
715.28;6.57;26.74
1233.58;7.12;35.12
1176.18;7.07;34.3
1593.29;7.37;39.92
310.53;5.74;17.62
1110.67;7.01;33.33
1810.76;7.5;42.55
1045.11;6.95;32.33
1221.15;7.11;34.94
817.87;6.71;28.6
1732.02;7.46;41.62
1040.6;6.95;32.26
957.79;6.87;30.95
2063.23;7.63;45.42
961.79;6.87;31.01
567.75;6.34;23.83
1094.05;7;33.08
983.23;6.89;31.36
2589.7;7.86;50.89
1095.65;7;33.1
1864.87;7.53;43.18
1422.27;7.26;37.71
2502.71;7.83;50.03
664.32;6.5;25.77
453.37;6.12;21.29
91.03;4.52;9.54
1026.49;6.93;32.04
1255.64;7.14;35.44
1082.4;6.99;32.9
1365.35;7.22;36.95
783.85;6.67;28
846.94;6.74;29.1
792.03;6.68;28.14
3430.93;8.14;58.57
552.79;6.32;23.51
813.75;6.7;28.53
2042.49;7.62;45.19
1755.39;7.47;41.9
1126.32;7.03;33.56
1333.77;7.2;36.52
3066.43;8.03;55.38
2014.04;7.61;44.88
1477.38;7.3;38.44
1763.1;7.48;41.99
1155.44;7.05;33.99
886.26;6.79;29.77
1700.03;7.44;41.23
1122.43;7.02;33.5
1152.85;7.05;33.95
1472.49;7.3;38.37
1380.7;7.23;37.16
2856.31;7.96;53.44
1818.87;7.51;42.65
1674.18;7.42;40.92
3142.09;8.05;56.05
759.63;6.63;27.56
1189.1;7.08;34.48
1556.64;7.35;39.45
1092.14;7;33.05
2172.79;7.68;46.61
2094.5;7.65;45.77
389.3;5.97;19.73
375.55;5.93;19.38
837.03;6.73;28.93
1373.22;7.23;37.06
776.91;6.66;27.87
874.1;6.77;29.57
1768.69;7.48;42.06
119.35;4.79;10.92
1593.13;7.37;39.91
1787.68;7.49;42.28
738.51;6.61;27.18
1450.93;7.28;38.09
1282.78;7.16;35.82
1335.19;7.2;36.54
1119.9;7.02;33.46
1180.5;7.07;34.36
722.32;6.58;26.88
1491.49;7.31;38.62
717.18;6.58;26.78
1818.62;7.51;42.65
1437.1;7.27;37.91
1897.78;7.55;43.56
2830.12;7.95;53.2
932.51;6.84;30.54
1099.33;7;33.16
945.1;6.85;30.74
2933.77;7.98;54.16
1495.76;7.31;38.68
1063.14;6.97;32.61
1351.1;7.21;36.76
658.88;6.49;25.67
462.18;6.14;21.5
1136.85;7.04;33.72
544.2;6.3;23.33
937.01;6.84;30.61
917.55;6.82;30.29
1125.17;7.03;33.54
666.88;6.5;25.82
3381.27;8.13;58.15
77.51;4.36;8.8
968.21;6.88;31.12
3169.71;8.06;56.3
961.37;6.87;31.01
810.52;6.7;28.47
488.12;6.19;22.09
1779.28;7.48;42.18
1522.68;7.33;39.02
388.57;5.97;19.71
1187.98;7.08;34.47
1773.11;7.48;42.11
6442.6;8.77;80.27
1972.15;7.59;44.41
872.46;6.77;29.54
972.87;6.88;31.19
702.55;6.56;26.51
596.92;6.39;24.43
1858.52;7.53;43.11
1881.61;7.54;43.38
1311.24;7.18;36.21
802.36;6.69;28.33
1671.4;7.42;40.88
1443.95;7.28;38
1281.75;7.16;35.8
2078.61;7.64;45.59
786.21;6.67;28.04
911.83;6.82;30.2
1760.46;7.47;41.96
1634.94;7.4;40.43
609.4;6.41;24.69
614.28;6.42;24.78
909.34;6.81;30.16
793.94;6.68;28.18
2062.84;7.63;45.42
2144.58;7.67;46.31
2762.46;7.92;52.56
809.33;6.7;28.45
1219.42;7.11;34.92
876.45;6.78;29.6
1462.38;7.29;38.24
651.68;6.48;25.53
2062.06;7.63;45.41
1452.22;7.28;38.11
879.47;6.78;29.66
1131.24;7.03;33.63
4722.75;8.46;68.72
867.24;6.77;29.45
2175.69;7.69;46.64
471.49;6.16;21.71
1404.07;7.25;37.47
872.45;6.77;29.54
1056.23;6.96;32.5
1611.97;7.39;40.15
3729.28;8.22;61.07
971.54;6.88;31.17
1902.98;7.55;43.62
1057.21;6.96;32.51
881.51;6.78;29.69
2026.14;7.61;45.01
1569.72;7.36;39.62
1671.39;7.42;40.88
761.93;6.64;27.6
1603.98;7.38;40.05
1986.86;7.59;44.57
656.68;6.49;25.63
1110.91;7.01;33.33
1515.78;7.32;38.93
2530.35;7.84;50.3
707.72;6.56;26.6
1279.8;7.16;35.77
861.07;6.76;29.34
1355.51;7.21;36.82
68.19;4.24;8.26
2698;7.9;51.94
939.61;6.85;30.65
519.28;6.25;22.79
795.84;6.68;28.21
1364.48;7.22;36.94
4034.01;8.3;63.51
1944.79;7.57;44.1
1202.78;7.09;34.68
1463.69;7.29;38.26
4073.87;8.31;63.83
964.65;6.87;31.06
1445.26;7.28;38.02
818.94;6.71;28.62
1947.91;7.58;44.14
968.03;6.88;31.11
1889.57;7.54;43.47
2291.49;7.74;47.87
1150.61;7.05;33.92
1026.61;6.93;32.04
826.2;6.72;28.74
635.42;6.46;25.21
3218.57;8.08;56.73
1959.95;7.58;44.27
971.84;6.88;31.17
2644.77;7.88;51.43
1325.64;7.19;36.41
1866.3;7.53;43.2
1012.97;6.92;31.83
2011.91;7.61;44.85
725.84;6.59;26.94
1304.21;7.17;36.11
869.94;6.77;29.49
1106.86;7.01;33.27
1143.89;7.04;33.82
1972.37;7.59;44.41
790.46;6.67;28.12
989.02;6.9;31.45
1544.47;7.34;39.3
1460.39;7.29;38.21
717.54;6.58;26.79
1488.91;7.31;38.59
0;0;0
3359.35;8.12;57.96
1313.07;7.18;36.24
2267.38;7.73;47.62
554.81;6.32;23.55
1261.52;7.14;35.52
1056.92;6.96;32.51
1016.84;6.93;31.89
5485.87;8.61;74.07
2003.86;7.6;44.76
509.26;6.23;22.57
720.76;6.58;26.85
1151.35;7.05;33.93
2012.94;7.61;44.87
1495.66;7.31;38.67
1511.74;7.32;38.88
854.86;6.75;29.24
1641.99;7.4;40.52
558.45;6.33;23.63
2402.9;7.78;49.02
1363.68;7.22;36.93
654.85;6.49;25.59
2365.6;7.77;48.64
383.92;5.95;19.59
1314.3;7.18;36.25
761.66;6.64;27.6
638.63;6.46;25.27
2260.65;7.72;47.55
1713.69;7.45;41.4
799.34;6.69;28.27
893.65;6.8;29.89
1118.92;7.02;33.45
1000;6.91;31.62
493.85;6.2;22.22
1137.96;7.04;33.73
829;6.72;28.79
1106.43;7.01;33.26
904.24;6.81;30.07
221.27;5.4;14.88
1128.05;7.03;33.59
766.8;6.64;27.69
1350.55;7.21;36.75
778.15;6.66;27.9
684.22;6.53;26.16
769.98;6.65;27.75
646.52;6.47;25.43
246.5;5.51;15.7
3161.64;8.06;56.23
957.72;6.87;30.95
1387.14;7.24;37.24
3088.67;8.04;55.58
4139.4;8.33;64.34
642.07;6.47;25.34
489.17;6.19;22.12
1385.15;7.23;37.22
1960.35;7.58;44.28
705.34;6.56;26.56
1693.94;7.44;41.16
1565.33;7.36;39.56
1185.05;7.08;34.42
282.61;5.65;16.81
916.53;6.82;30.27
782.02;6.66;27.96
702.16;6.56;26.5
253.19;5.54;15.91
1338.79;7.2;36.59
1125.68;7.03;33.55
1844.68;7.52;42.95
939;6.85;30.64
2358.42;7.77;48.56
1027.21;6.94;32.05
1174.91;7.07;34.28
951.14;6.86;30.84
949.36;6.86;30.81
1331.54;7.19;36.49
1246.18;7.13;35.3
1512.32;7.32;38.89
2055.97;7.63;45.34
1415.03;7.26;37.62
1189.23;7.08;34.49
518.46;6.25;22.77
1501.28;7.31;38.75
1579;7.37;39.74
875.48;6.78;29.59
1127.26;7.03;33.57
958.36;6.87;30.96
348.21;5.86;18.66
821.17;6.71;28.66
699.77;6.55;26.45
786.7;6.67;28.05
469.43;6.15;21.67
744.71;6.61;27.29
414.71;6.03;20.36
935.02;6.84;30.58
648.11;6.48;25.46
1201.3;7.09;34.66
2427.75;7.8;49.27
15047.55;9.62;122.67
543.35;6.3;23.31
645.59;6.47;25.41
372.06;5.92;19.29
1064.72;6.97;32.63
568.94;6.35;23.85
551.27;6.31;23.48
165.07;5.11;12.85
1160.32;7.06;34.06
426.67;6.06;20.66
247.1;5.51;15.72
304.23;5.72;17.44
527.6;6.27;22.97
387.2;5.96;19.68
300.85;5.71;17.35
1042.76;6.95;32.29
1659.86;7.42;40.74
397.12;5.99;19.93
1193.71;7.09;34.55
896.6;6.8;29.94
1753.05;7.47;41.87
1210.8;7.1;34.8
1314.52;7.18;36.26
1092.12;7;33.05
1252.02;7.13;35.38
421.54;6.05;20.53
647.99;6.48;25.46
1699.26;7.44;41.22
449.12;6.11;21.19
7228.14;8.89;85.02
780.08;6.66;27.93
1262.64;7.14;35.53
1474.54;7.3;38.4
1831.32;7.51;42.79
510.22;6.24;22.59
1511.11;7.32;38.87
1103.62;7.01;33.22
923.1;6.83;30.38
634.69;6.45;25.19
570.98;6.35;23.9
649.53;6.48;25.49
204.53;5.33;14.3
1552.14;7.35;39.4
1697.26;7.44;41.2
499.2;6.22;22.34
760.03;6.63;27.57
1247.12;7.13;35.31
1622.72;7.39;40.28
843.06;6.74;29.04
3034.48;8.02;55.09
709.01;6.57;26.63
2097.72;7.65;45.8
1743.78;7.46;41.76
943.49;6.85;30.72
3514.66;8.16;59.28
3198.63;8.07;56.56
412.31;6.02;20.31
1388.82;7.24;37.27
865.06;6.76;29.41
1413.76;7.25;37.6
1379.87;7.23;37.15
1014.49;6.92;31.85
935.06;6.84;30.58
1468.6;7.29;38.32
1860.75;7.53;43.14
993.72;6.9;31.52
968.67;6.88;31.12
1007.92;6.92;31.75
1902.46;7.55;43.62
1547.79;7.35;39.34
950.58;6.86;30.83
1105;7.01;33.24
1222.77;7.11;34.97
1529.21;7.33;39.11
780.62;6.66;27.94
466.52;6.15;21.6
964.07;6.87;31.05
914;6.82;30.23
758.5;6.63;27.54
214.69;5.37;14.65
969.89;6.88;31.14
457.26;6.13;21.38
864.07;6.76;29.4
657.25;6.49;25.64
221.73;5.41;14.89
765.01;6.64;27.66
1046.89;6.95;32.36
633.67;6.45;25.17
2053.13;7.63;45.31
462.89;6.14;21.51
875.28;6.78;29.59
75.27;4.33;8.68
2327.78;7.75;48.25
1230.98;7.12;35.09
1180.83;7.07;34.36
1196.15;7.09;34.59
1388.23;7.24;37.26
1210.17;7.1;34.79
607.55;6.41;24.65
1189.33;7.08;34.49
562.78;6.33;23.72
1546.67;7.34;39.33
6528.8;8.78;80.8
938.43;6.85;30.63
770.45;6.65;27.76
417.53;6.04;20.43
337.49;5.82;18.37
201.38;5.31;14.19
553.27;6.32;23.52
578.75;6.36;24.06
702.34;6.56;26.5
1170.79;7.07;34.22
1144.77;7.04;33.83
1076.74;6.98;32.81
868.74;6.77;29.47
585.64;6.37;24.2
1300.33;7.17;36.06
193.96;5.27;13.93
1166.99;7.06;34.16
373.54;5.93;19.33
524.76;6.26;22.91
1084.6;6.99;32.93
1784.74;7.49;42.25
1067.88;6.97;32.68
779.34;6.66;27.92
546.52;6.31;23.38
892.27;6.79;29.87
634.2;6.45;25.18
1450.35;7.28;38.08
862.13;6.76;29.36
690.66;6.54;26.28
959.67;6.87;30.98
1436.15;7.27;37.9
852.77;6.75;29.2
264.31;5.58;16.26
1820.81;7.51;42.67
757.85;6.63;27.53
198.53;5.3;14.09
760.6;6.64;27.58
674.43;6.52;25.97
589.57;6.38;24.28
271.63;5.61;16.48
611.52;6.42;24.73
1232.91;7.12;35.11
1023.26;6.93;31.99
236.81;5.47;15.39
1829.41;7.51;42.77
734.51;6.6;27.1
3024.06;8.01;54.99
2768.7;7.93;52.62
3877.76;8.26;62.27
1330.66;7.19;36.48
2576.66;7.85;50.76
795.54;6.68;28.21
2138.74;7.67;46.25
4048.82;8.31;63.63
1284.82;7.16;35.84
3540.55;8.17;59.5
1279.23;7.15;35.77
1437.83;7.27;37.92
1411.11;7.25;37.56
1910.16;7.56;43.71
1531.34;7.33;39.13
2617.1;7.87;51.16
2212.85;7.7;47.04
5159.2;8.55;71.83
2838.85;7.95;53.28
1097.6;7;33.13
1314.72;7.18;36.26
1177.37;7.07;34.31
2038.71;7.62;45.15
2647.14;7.88;51.45
957.16;6.87;30.94
1421.56;7.26;37.7
2626.97;7.87;51.25
2100.63;7.65;45.83
5000.88;8.52;70.72
1720.95;7.45;41.48
6028.37;8.7;77.64
2464.8;7.81;49.65
1068.9;6.98;32.69
2284.82;7.73;47.8
3617.87;8.19;60.15
396.12;5.98;19.9
859.94;6.76;29.32
627.66;6.44;25.05
950.11;6.86;30.82
2190.02;7.69;46.8
995.3;6.9;31.55
2326.63;7.75;48.24
1473.48;7.3;38.39
2178.16;7.69;46.67
2918.84;7.98;54.03
2128.68;7.66;46.14
2242.14;7.72;47.35
3482.61;8.16;59.01
1358.45;7.21;36.86
1845.72;7.52;42.96
2772.28;7.93;52.65
932.9;6.84;30.54
2244.05;7.72;47.37
2997;8.01;54.74
2192.49;7.69;46.82
1313.53;7.18;36.24
1690.77;7.43;41.12
1253.61;7.13;35.41
1232.35;7.12;35.1
2034.9;7.62;45.11
3632.41;8.2;60.27
2109.68;7.65;45.93
2226.7;7.71;47.19
1843.48;7.52;42.94
919.54;6.82;30.32
4761.57;8.47;69
2815.78;7.94;53.06
2491.06;7.82;49.91
1945.3;7.57;44.11
2723.6;7.91;52.19
2315.65;7.75;48.12
2529.84;7.84;50.3
1140.5;7.04;33.77
6720.51;8.81;81.98
3980.56;8.29;63.09
2294.85;7.74;47.9
2504.92;7.83;50.05
1781.89;7.49;42.21
3282.45;8.1;57.29
2287.58;7.74;47.83
4416.95;8.39;66.46
2016.36;7.61;44.9
506.75;6.23;22.51
4131.3;8.33;64.28
2489.99;7.82;49.9
822.6;6.71;28.68
2757.49;7.92;52.51
1742.95;7.46;41.75
2312.5;7.75;48.09
2102.79;7.65;45.86
2031.61;7.62;45.07
1480.89;7.3;38.48
334.43;5.82;18.29
1162.57;7.06;34.1
3924.65;8.28;62.65
4784.61;8.47;69.17
5063.06;8.53;71.16
2490.19;7.82;49.9
2350.32;7.76;48.48
1710.57;7.45;41.36
389.12;5.97;19.73
1980.95;7.59;44.51
1078.95;6.98;32.85
2146.19;7.67;46.33
3579.31;8.18;59.83
1795.26;7.49;42.37
1499.79;7.31;38.73
650.65;6.48;25.51
4514.07;8.42;67.19
1409.1;7.25;37.54
2036.9;7.62;45.13
1510.02;7.32;38.86
5618.95;8.63;74.96
5514.28;8.62;74.26
2505.91;7.83;50.06
1476.26;7.3;38.42
727.85;6.59;26.98
520.52;6.26;22.81
3455.27;8.15;58.78
3015.99;8.01;54.92
4794.19;8.48;69.24
1119.48;7.02;33.46
1603.67;7.38;40.05
2090.51;7.65;45.72
4786.49;8.47;69.18
1840.33;7.52;42.9
3549.81;8.17;59.58
1131.63;7.03;33.64
5500.66;8.61;74.17
1184.11;7.08;34.41
795.6;6.68;28.21
1626.66;7.39;40.33
790.91;6.67;28.12
1312.15;7.18;36.22
2001.13;7.6;44.73
2461.32;7.81;49.61
2515.79;7.83;50.16
2160.49;7.68;46.48
2349.56;7.76;48.47
2517.21;7.83;50.17
1481.94;7.3;38.5
860.64;6.76;29.34
1657.72;7.41;40.72
925.7;6.83;30.43
2871.54;7.96;53.59
4406.43;8.39;66.38
1864.56;7.53;43.18
1389.73;7.24;37.28
717.98;6.58;26.8
2525.66;7.83;50.26
1490.53;7.31;38.61
6198.69;8.73;78.73
3905.45;8.27;62.49
3910.07;8.27;62.53
2932.64;7.98;54.15
1746.53;7.47;41.79
2255.13;7.72;47.49
1576.74;7.36;39.71
769.05;6.65;27.73
904.41;6.81;30.07
1427.34;7.26;37.78
1688.05;7.43;41.09
4270.33;8.36;65.35
4221.75;8.35;64.97
2335.75;7.76;48.33
2114;7.66;45.98
1294.35;7.17;35.98
2794.16;7.94;52.86
3748.77;8.23;61.23
2788.79;7.93;52.81
1483.3;7.3;38.51
1961.3;7.58;44.29
1416.42;7.26;37.64
1915.41;7.56;43.77
1757.96;7.47;41.93
1449.63;7.28;38.07
1340.35;7.2;36.61
1024.12;6.93;32
1125.44;7.03;33.55
1797.81;7.49;42.4
2687.21;7.9;51.84
1730.13;7.46;41.59
1114.24;7.02;33.38
1173.36;7.07;34.25
2021.15;7.61;44.96
1433.62;7.27;37.86
3063.96;8.03;55.35
2891.81;7.97;53.78
1641.41;7.4;40.51
1698.88;7.44;41.22
2133.35;7.67;46.19
3310.7;8.11;57.54
1029.42;6.94;32.08
1883.13;7.54;43.4
2600.54;7.86;51
928.32;6.83;30.47
1727.05;7.45;41.56
2501.84;7.83;50.02
2591.31;7.86;50.9
2960.12;7.99;54.41
2478.07;7.82;49.78
933.76;6.84;30.56
3781.01;8.24;61.49
1863.73;7.53;43.17
1756.63;7.47;41.91
1416.54;7.26;37.64
2398.52;7.78;48.97
3888.2;8.27;62.36
3170.68;8.06;56.31
1085.77;6.99;32.95
2314.7;7.75;48.11
1713.66;7.45;41.4
1925.89;7.56;43.88
2133.72;7.67;46.19
1923.34;7.56;43.86
3010.24;8.01;54.87
2486.62;7.82;49.87
1035.76;6.94;32.18
1061.23;6.97;32.58
2393.86;7.78;48.93
3203.55;8.07;56.6
2262.53;7.72;47.57
1117.43;7.02;33.43
1719.58;7.45;41.47
1231.34;7.12;35.09
3188.45;8.07;56.47
3098.41;8.04;55.66
2041.43;7.62;45.18
1803.14;7.5;42.46
1260.7;7.14;35.51
3592.76;8.19;59.94
1037.37;6.95;32.21
4114.46;8.32;64.14
1449.4;7.28;38.07
579.18;6.36;24.07
82.76;4.43;9.1
5039.94;8.53;70.99
1895.1;7.55;43.53
1005.13;6.91;31.7
1640.29;7.4;40.5
1349.56;7.21;36.74
3897.01;8.27;62.43
2081.07;7.64;45.62
1053.88;6.96;32.46
1442.11;7.27;37.98
743.35;6.61;27.26
2338.17;7.76;48.35
1253.9;7.13;35.41
2333.22;7.76;48.3
1893.97;7.55;43.52
2973.97;8;54.53
1213.47;7.1;34.83
1652.62;7.41;40.65
1090.32;7;33.02
2887.76;7.97;53.74
1504.27;7.32;38.78
2554.3;7.85;50.54
5107.4;8.54;71.47
6772.59;8.82;82.3
4159.91;8.33;64.5
1817.07;7.51;42.63
1216.78;7.1;34.88
3773.83;8.24;61.43
2448.8;7.8;49.49
2058.27;7.63;45.37
4994.25;8.52;70.67
1437.15;7.27;37.91
1242.65;7.13;35.25
6642.85;8.8;81.5
1416.41;7.26;37.64
1977.29;7.59;44.47
1865.78;7.53;43.19
4179.96;8.34;64.65
1336.52;7.2;36.56
3764.57;8.23;61.36
2698.71;7.9;51.95
679;6.52;26.06
1606.37;7.38;40.08
2033.69;7.62;45.1
1767.35;7.48;42.04
2731.14;7.91;52.26
1603.07;7.38;40.04
1402.52;7.25;37.45
1738.18;7.46;41.69
1301.55;7.17;36.08
10909.03;9.3;104.45
1766.16;7.48;42.03
516.53;6.25;22.73
1977.42;7.59;44.47
2588.95;7.86;50.88
1388.09;7.24;37.26
1301.35;7.17;36.07
815.38;6.7;28.55
3385.87;8.13;58.19
2212.64;7.7;47.04
1246.57;7.13;35.31
2985.84;8;54.64
2804.79;7.94;52.96
1789.24;7.49;42.3
2331.19;7.75;48.28
713.75;6.57;26.72
2475.98;7.81;49.76
2526.72;7.84;50.27
1734.06;7.46;41.64
1686.69;7.43;41.07
1248.93;7.13;35.34
2610.1;7.87;51.09
1235.46;7.12;35.15
2322.6;7.75;48.19
2019.72;7.61;44.94
1792.97;7.49;42.34
2347.82;7.76;48.45
903.9;6.81;30.06
1270.62;7.15;35.65
2795.96;7.94;52.88
1481.31;7.3;38.49
1809.36;7.5;42.54
1972.41;7.59;44.41
1627.81;7.4;40.35
2844.17;7.95;53.33
936.9;6.84;30.61
2925.89;7.98;54.09
3313.08;8.11;57.56
4737.01;8.46;68.83
1534.35;7.34;39.17
851.13;6.75;29.17
1556.81;7.35;39.46
2264.76;7.73;47.59
1875.1;7.54;43.3
3798.97;8.24;61.64
6974.41;8.85;83.51
3670.33;8.21;60.58
2097.07;7.65;45.79
3066.41;8.03;55.38
3251.24;8.09;57.02
1841.64;7.52;42.91
2726.04;7.91;52.21
2109.01;7.65;45.92
635.35;6.46;25.21
2634.53;7.88;51.33
1915.27;7.56;43.76
3131.45;8.05;55.96
2871.98;7.96;53.59
2514.82;7.83;50.15
3048.72;8.02;55.22
2693.34;7.9;51.9
6322.21;8.75;79.51
3295.99;8.1;57.41
2055.11;7.63;45.33
3295.44;8.1;57.41
3009.94;8.01;54.86
3838.23;8.25;61.95
1625.15;7.39;40.31
2455.46;7.81;49.55
3239.17;8.08;56.91
1638.18;7.4;40.47
3013.66;8.01;54.9
3715.02;8.22;60.95
2695.83;7.9;51.92
3514.55;8.16;59.28
3158.63;8.06;56.2
4373.45;8.38;66.13
2079.15;7.64;45.6
3067.99;8.03;55.39
1879.26;7.54;43.35
1429.48;7.27;37.81
3373.1;8.12;58.08
4437.55;8.4;66.61
2017.96;7.61;44.92
1612.49;7.39;40.16
2795.77;7.94;52.88
2990.76;8;54.69
1990.65;7.6;44.62
2029.39;7.62;45.05
1714.85;7.45;41.41
1438.56;7.27;37.93
2771.01;7.93;52.64
326.26;5.79;18.06
1911.03;7.56;43.72
1703.33;7.44;41.27
2307.51;7.74;48.04
1835.82;7.52;42.85
2450.43;7.8;49.5
3527.4;8.17;59.39
1504.05;7.32;38.78
1204.8;7.09;34.71
2518.11;7.83;50.18
3008.87;8.01;54.85
3225.67;8.08;56.79
3077.31;8.03;55.47
4004.27;8.3;63.28
1769.21;7.48;42.06
2598.32;7.86;50.97
2809.27;7.94;53
987.05;6.9;31.42
2554.07;7.85;50.54
908.84;6.81;30.15
1000.18;6.91;31.63
2113.49;7.66;45.97
1646.1;7.41;40.57
2284.24;7.73;47.79
1277.52;7.15;35.74
1768.75;7.48;42.06
2273.16;7.73;47.68
941.2;6.85;30.68
1394.29;7.24;37.34
2988.35;8;54.67
653.9;6.48;25.57
3622.9;8.2;60.19
3223.08;8.08;56.77
2251.75;7.72;47.45
524.01;6.26;22.89
2045.64;7.62;45.23
1961.01;7.58;44.28
674.6;6.52;25.97
1892.33;7.55;43.5
1949.92;7.58;44.16
4540.59;8.42;67.38
7740.16;8.95;87.98
3059.81;8.03;55.32
2450.69;7.8;49.5
2195.6;7.69;46.86
1970.98;7.59;44.4
3594.92;8.19;59.96
2849.67;7.96;53.38
4357.31;8.38;66.01
1030.52;6.94;32.1
1570.96;7.36;39.64
1250.79;7.13;35.37
702.24;6.56;26.5
1451.2;7.28;38.09
3625.74;8.2;60.21
3296.1;8.1;57.41
616.93;6.43;24.84
1388.86;7.24;37.27
3058.76;8.03;55.31
3452.82;8.15;58.76
1337.12;7.2;36.57
468.85;6.15;21.65
2672.23;7.89;51.69
1595.5;7.38;39.94
7037.29;8.86;83.89
3932.41;8.28;62.71
1940.48;7.57;44.05
1196.65;7.09;34.59
6247.9;8.74;79.04
1968;7.59;44.36
1881.81;7.54;43.38
1577.91;7.36;39.72
2045.81;7.62;45.23
2441.29;7.8;49.41
1972.4;7.59;44.41
768.88;6.65;27.73
2876.33;7.96;53.63
1410.27;7.25;37.55
2037.28;7.62;45.14
2959.52;7.99;54.4
3191.29;8.07;56.49
1242.39;7.13;35.25
1377.17;7.23;37.11
5642.02;8.64;75.11
2883.66;7.97;53.7
2823.85;7.95;53.14
1064.32;6.97;32.62
3231.49;8.08;56.85
2549.94;7.84;50.5
1045.76;6.95;32.34
3231.17;8.08;56.84
4566.5;8.43;67.58
2897.36;7.97;53.83
2920.05;7.98;54.04
876.25;6.78;29.6
671.12;6.51;25.91
2294.86;7.74;47.9
1120.14;7.02;33.47
3059.59;8.03;55.31
2698.55;7.9;51.95
753.27;6.63;27.45
2573.34;7.85;50.73
701.35;6.55;26.48
2446.24;7.8;49.46
3763.01;8.23;61.34
4051.15;8.31;63.65
3281.69;8.1;57.29
1657.27;7.41;40.71
1396.84;7.24;37.37
2423.51;7.79;49.23
3704.37;8.22;60.86
2736.69;7.91;52.31
1608.65;7.38;40.11
735.04;6.6;27.11
3481.31;8.16;59
1019.79;6.93;31.93
1160.28;7.06;34.06
2437.52;7.8;49.37
2261.8;7.72;47.56
1443.54;7.28;37.99
1516.2;7.32;38.94
1005.56;6.91;31.71
1577.72;7.36;39.72
1978.56;7.59;44.48
1403.89;7.25;37.47
2874.9;7.96;53.62
2837.27;7.95;53.27
1902.92;7.55;43.62
1151.95;7.05;33.94
2056.03;7.63;45.34
2426.76;7.79;49.26
1189.1;7.08;34.48
2254.93;7.72;47.49
704.3;6.56;26.54
1849.44;7.52;43.01
2900.02;7.97;53.85
2480.4;7.82;49.8
1536.51;7.34;39.2
3204.14;8.07;56.61
1026.64;6.94;32.04
1992.64;7.6;44.64
850.09;6.75;29.16
2250.8;7.72;47.44
1167.71;7.06;34.17
1234.64;7.12;35.14
2838.6;7.95;53.28
7855.39;8.97;88.63
1138.42;7.04;33.74
1505;7.32;38.79
2180.93;7.69;46.7
961.64;6.87;31.01
564.86;6.34;23.77
564.88;6.34;23.77
1590.01;7.37;39.87
1740.92;7.46;41.72
1917.21;7.56;43.79
2673.44;7.89;51.71
2785.01;7.93;52.77
1085.96;6.99;32.95
5047.67;8.53;71.05
1904.17;7.55;43.64
4112.64;8.32;64.13
1360.13;7.22;36.88
2629.31;7.87;51.28
3245.39;8.09;56.97
3418.59;8.14;58.47
1921.59;7.56;43.84
1510.42;7.32;38.86
1783.27;7.49;42.23
2612.14;7.87;51.11
2092.95;7.65;45.75
1587.97;7.37;39.85
1612.05;7.39;40.15
2114.57;7.66;45.98
1268.33;7.15;35.61
2757.55;7.92;52.51
2504.74;7.83;50.05
1597.45;7.38;39.97
3014.54;8.01;54.9
2014.95;7.61;44.89
3721.35;8.22;61
2218.89;7.71;47.11
2938.54;7.99;54.21
986.11;6.89;31.4
2901.95;7.97;53.87
2286.95;7.74;47.82
1265;7.14;35.57
2674.1;7.89;51.71
1775.5;7.48;42.14
3553.41;8.18;59.61
1984.46;7.59;44.55
1611.17;7.39;40.14
2887.76;7.97;53.74
5348.75;8.58;73.14
1474.17;7.3;38.39
1873.83;7.54;43.29
6265.61;8.74;79.16
1934.46;7.57;43.98
2287.69;7.74;47.83
1622.17;7.39;40.28
1953.18;7.58;44.19
4114.28;8.32;64.14
4996.37;8.52;70.69
1618.4;7.39;40.23
2911.75;7.98;53.96
1543.01;7.34;39.28
1921.11;7.56;43.83
1532.8;7.34;39.15
747.06;6.62;27.33
841.08;6.74;29
1996.33;7.6;44.68
2503.31;7.83;50.03
2314.86;7.75;48.11
1416.05;7.26;37.63
2561.68;7.85;50.61
2363;7.77;48.61
1977.35;7.59;44.47
1403.13;7.25;37.46
2616.37;7.87;51.15
1393.62;7.24;37.33
1210.65;7.1;34.79
2319.32;7.75;48.16
2079.59;7.64;45.6
1681.58;7.43;41.01
1701.54;7.44;41.25
3023.35;8.01;54.99
2755.23;7.92;52.49
2275.26;7.73;47.7
2005;7.6;44.78
3205.31;8.07;56.62
3558.18;8.18;59.65
2656.44;7.89;51.54
3385.57;8.13;58.19
1792.6;7.49;42.34
2910.13;7.98;53.95
1680.73;7.43;41
3331.29;8.11;57.72
1340.17;7.2;36.61
1780.09;7.48;42.19
1140.3;7.04;33.77
938.5;6.85;30.64
