subno	helpful	reliant	defbel	yielding	cheerful	indpt	athlet	shy	assert	strpers	forceful	affect	flatter	loyal	analyt	feminine	sympathy	moody	sensitiv	undstand	compass	leaderab	soothe	risk	decide	selfsuff	conscien	dominant	masculin	stand	happy	softspok	warm	truthful	tender	gullible	leadact	childlik	individ	foullang	lovchil	compete	ambitiou	gentle	H	DUMMY
267	7	6	6	4	6	7	2	3	3	3	1	7	5	6	7	4	4	6	4	4	4	4	4	7	5	5	7	7	3	7	6	3	6	5	5	5	4	4	7	4	6	7	7	5	.162346715739958	0
145	7	6	6	2	3	6	2	4	3	6	4	6	1	6	6	6	6	6	7	6	6	6	7	7	6	5	7	6	4	7	2	6	5	6	5	4	6	1	5	7	7	7	7	6	.162493510571727	0
523	6	3	6	6	2	2	1	5	2	2	2	6	5	6	6	7	7	6	6	5	7	2	7	3	1	3	7	2	1	5	4	6	7	6	6	6	1	5	6	4	7	6	6	7	.163034368207556	0
35	7	7	7	5	7	7	3	2	6	7	3	7	2	7	7	2	5	1	5	7	5	7	7	4	4	7	7	4	5	7	5	5	5	7	7	4	7	1	7	7	6	7	7	7	.1632008963447	0
683	7	7	7	6	6	7	2	3	3	3	1	6	6	7	7	5	4	3	4	6	6	1	3	2	6	6	6	1	1	6	6	7	6	6	7	1	1	1	6	2	6	2	6	6	.163698770342315	0
313	7	6	6	5	7	5	4	1	1	1	1	6	7	7	4	5	7	1	6	7	7	5	7	5	5	5	7	5	3	5	6	1	7	7	6	2	6	1	7	1	7	5	4	6	.163802664339079	0
570	7	7	7	4	7	7	1	1	7	7	3	7	7	7	7	5	7	6	6	6	5	3	7	6	3	7	7	2	1	7	5	4	5	7	7	3	2	3	5	4	7	7	7	7	.164087974852759	0
550	4	6	7	6	7	2	4	2	2	1	1	6	6	7	2	7	6	2	6	5	6	2	6	3	5	6	6	1	1	4	7	6	6	7	6	4	3	3	7	2	7	5	5	7	.165853193253257	0
143	6	7	7	6	5	7	4	7	3	2	3	7	2	7	3	7	7	1	7	7	7	6	7	7	7	7	7	2	1	3	7	7	7	7	7	2	7	1	4	1	7	7	6	7	.165985768910409	0
80	7	7	7	6	7	7	5	1	7	7	7	7	7	7	7	7	7	1	7	7	7	7	7	7	7	7	7	7	1	7	7	1	5	7	2	7	7	1	7	5	7	7	7	4	.166405157515699	0
421	3	7	4	3	4	4	1	4	5	5	5	5	6	7	6	5	6	5	7	5	6	3	6	3	4	6	7	3	1	2	4	4	6	6	5	5	2	5	5	6	6	5	5	6	.167128162289386	0
166	6	6	6	5	7	4	7	4	4	6	3	6	4	5	3	7	5	2	6	6	5	2	5	3	3	4	6	2	1	4	6	6	5	3	5	3	2	5	5	4	6	2	4	6	.167284556398833	0
706	7	6	7	3	7	4	2	4	4	2	1	6	4	7	7	7	7	5	7	7	7	3	7	2	7	7	7	1	1	5	7	7	7	7	5	1	2	1	1	2	7	5	4	7	.169246839495672	0
472	7	7	7	6	4	7	3	6	2	2	3	7	7	7	4	3	6	3	7	7	7	3	5	2	7	7	5	2	2	5	6	6	6	7	7	1	2	3	5	6	7	3	5	5	.169365393512882	0
572	5	7	4	2	4	7	1	7	2	4	1	5	5	6	6	4	6	5	5	5	5	6	4	2	2	7	7	7	1	3	4	7	4	6	4	2	5	4	6	6	5	4	4	5	.1698200599439	0
462	6	6	6	4	6	1	1	2	6	7	7	7	5	7	2	7	7	7	7	6	6	5	6	5	6	5	6	5	3	5	7	2	6	7	6	6	4	2	4	4	7	6	7	6	.169864244780878	0
407	6	4	1	7	7	3	7	2	3	6	1	5	7	7	4	7	6	2	5	5	4	2	5	3	1	3	4	3	1	2	7	4	6	7	5	5	2	4	6	7	5	5	5	6	.170597596693585	0
238	6	5	7	3	7	7	6	1	6	7	4	7	7	7	4	5	6	6	4	4	4	6	7	6	3	4	6	6	2	7	5	2	6	7	5	7	7	2	6	1	2	4	4	5	.170965005025237	0
480	4	5	4	4	5	6	3	4	3	4	3	3	3	5	5	2	5	2	5	6	4	4	5	2	2	5	4	5	6	4	6	5	4	6	4	4	3	1	5	7	5	2	6	5	.172632425875908	0
126	7	6	5	1	7	4	4	7	3	3	2	7	3	7	1	6	7	3	7	5	6	2	6	3	3	2	4	1	2	3	7	6	7	6	6	7	3	4	5	6	7	3	5	7	.173425201736381	0
310	5	7	7	2	7	7	1	1	3	7	4	6	3	7	7	5	7	3	4	7	7	5	7	1	2	6	7	7	1	5	6	5	5	7	6	1	5	1	7	1	7	5	7	6	.173545417969408	0
445	5	7	7	5	6	7	2	1	7	7	7	5	5	7	4	7	5	1	5	5	4	7	7	4	4	7	7	7	1	7	7	3	3	7	4	1	7	1	7	5	1	7	7	4	.174217445107438	0
527	5	3	5	5	5	6	4	3	5	5	3	3	3	5	3	6	5	4	5	5	6	4	5	4	6	7	5	4	1	4	5	7	5	7	6	4	1	1	4	4	5	7	5	7	.174363147851751	0
758	6	3	7	7	5	4	1	3	1	1	1	7	7	7	6	7	7	4	6	6	6	2	7	2	4	6	7	3	1	4	5	6	7	7	7	2	4	1	5	3	5	1	1	5	.175018264153356	0
474	6	6	6	6	5	7	5	2	3	1	3	6	6	6	6	7	7	7	7	7	7	5	7	3	3	7	7	3	3	7	3	7	7	7	7	4	4	4	7	4	7	3	6	7	.175875128700858	0
724	7	4	7	4	4	7	3	1	5	6	4	7	5	7	7	7	7	5	7	7	7	3	7	5	4	5	7	4	1	4	4	6	4	7	4	1	3	1	7	7	7	3	6	4	.178163179106569	0
158	6	6	6	3	4	6	1	1	7	7	1	6	5	7	6	5	7	4	7	6	7	4	7	4	3	7	7	7	1	7	4	2	6	7	6	7	2	1	7	1	4	2	6	6	.178235481763065	0
32	5	6	6	3	5	7	5	4	5	5	4	3	2	6	7	5	7	4	6	6	6	3	6	4	7	6	4	3	1	4	4	3	3	7	3	2	2	1	5	6	7	1	5	7	.181609056432081	0
125	6	7	7	4	7	7	6	2	3	4	2	6	2	7	5	7	5	2	7	7	7	2	5	2	2	7	7	6	2	4	7	3	6	6	6	3	3	1	4	4	3	3	3	4	.182843033669751	0
157	5	5	6	6	4	4	3	6	3	2	2	7	7	7	7	6	6	7	6	6	6	5	7	4	1	4	7	1	1	4	4	6	3	7	5	6	3	3	5	5	4	5	6	6	.183424426342041	0
55	7	4	7	6	6	4	1	4	4	5	1	6	5	7	5	7	4	1	3	7	6	3	6	4	4	4	7	3	1	4	6	3	6	7	4	1	3	1	2	4	7	2	5	5	.183976489335353	0
379	5	6	7	3	3	6	6	5	4	6	5	4	2	7	7	3	5	7	7	6	6	5	4	4	1	7	6	7	4	6	3	2	4	6	4	3	3	5	7	1	5	5	4	6	.184120614099267	0
254	5	3	6	3	5	3	1	1	5	7	5	7	4	7	7	1	7	4	7	7	7	6	7	2	3	4	5	3	1	5	7	3	7	7	7	7	4	2	3	1	7	7	3	7	.187315867398141	0
588	7	7	1	4	6	6	5	1	1	5	2	6	4	7	6	6	5	1	6	6	5	5	7	1	1	6	7	1	1	5	7	6	6	7	6	2	3	1	6	2	7	4	6	7	.187420499812245	0
328	5	3	7	5	4	6	6	3	5	6	4	6	6	7	3	2	7	2	5	6	5	3	7	4	3	2	5	6	3	4	4	2	6	7	4	5	3	3	2	7	7	4	5	6	.187950242764379	0
520	7	7	7	4	5	7	3	3	3	7	4	7	7	7	3	5	7	7	5	7	6	2	5	2	2	7	7	5	1	7	5	6	6	7	5	3	2	1	7	6	3	2	4	4	.188813573724748	0
560	4	6	6	4	5	6	1	2	5	5	4	3	4	3	5	6	6	3	6	6	6	2	5	6	4	5	7	4	1	5	3	5	4	7	4	2	1	2	5	6	1	3	4	5	.193532153826663	0
110	6	7	5	7	6	7	1	1	3	6	3	5	3	7	5	7	7	5	7	7	7	5	7	1	7	7	7	3	1	6	6	2	3	7	6	2	2	1	6	2	6	4	2	5	.194885418463619	0
515	6	7	7	3	5	5	4	4	4	5	4	4	4	7	7	6	7	7	7	6	5	2	4	5	7	5	6	5	4	7	6	5	7	6	6	7	4	2	4	6	7	5	5	7	.196234481506737	0
457	6	4	1	7	5	7	7	7	3	1	1	4	1	7	4	4	7	3	7	7	6	1	7	5	1	4	7	1	1	1	6	6	6	5	6	7	1	1	3	4	7	2	2	7	.198858961777699	0
71	3	3	7	7	7	6	1	1	5	7	7	6	5	7	4	5	7	1	7	7	7	5	6	2	4	6	7	2	1	6	5	6	6	6	6	6	3	3	5	3	6	1	4	7	.199369794604348	0
578	6	4	7	5	4	7	4	1	3	7	2	5	2	7	5	6	4	7	7	5	6	7	4	7	7	6	6	7	1	7	4	4	5	7	5	1	7	1	6	1	7	7	7	4	.200423481510799	0
146	5	7	7	3	5	7	5	2	5	6	7	6	2	6	4	3	7	5	7	7	7	6	7	4	2	6	5	7	1	5	5	1	4	7	6	1	3	1	3	1	3	3	4	4	.201025357643393	0
37	7	5	7	3	7	6	1	6	4	3	3	3	3	6	6	3	3	3	6	6	6	3	7	4	2	6	6	2	1	6	6	6	6	7	7	2	2	2	6	6	6	2	7	6	.201557522515412	0
14	7	7	5	5	7	1	3	5	6	7	1	7	7	7	3	5	7	5	7	7	7	2	7	3	1	1	5	2	1	4	4	3	7	7	7	6	1	5	3	3	7	4	2	7	.202810490435129	0
385	5	3	7	1	7	2	1	4	5	3	3	7	5	7	1	3	7	2	6	6	6	1	7	4	7	5	6	1	1	7	6	6	6	6	6	3	1	3	5	6	7	4	5	6	.204929141201551	0
276	7	5	7	4	6	5	2	2	2	5	5	2	1	7	7	4	7	2	6	6	7	4	5	2	2	5	7	5	4	6	5	2	6	7	6	2	4	1	4	6	7	1	5	5	.204956566314595	0
84	7	5	7	5	6	4	7	3	3	7	3	6	7	6	2	1	6	4	7	7	7	6	7	4	2	2	5	3	2	2	7	1	6	5	6	7	6	5	5	7	7	7	7	6	.207867435102957	0
116	4	5	3	4	4	3	3	6	5	5	4	3	3	3	4	7	6	3	5	4	5	5	4	5	5	6	7	5	1	6	5	3	5	5	3	3	6	2	6	3	5	3	6	3	.209471541232142	0
1	7	7	5	5	7	7	7	1	7	7	2	7	4	7	1	2	6	3	7	7	7	6	7	2	7	7	7	1	1	7	7	7	7	7	7	2	2	1	7	3	7	7	7	7	.209812609536025	0
122	4	4	7	7	7	6	5	1	1	5	3	7	6	7	6	7	4	5	7	7	6	4	7	7	7	7	7	6	1	6	7	7	7	6	6	2	6	1	5	2	7	7	7	7	.210328049332099	0
414	6	7	6	4	6	6	1	3	5	4	3	7	6	7	7	5	6	4	5	4	7	4	7	3	4	6	7	7	1	7	5	5	6	5	7	4	3	7	7	6	7	4	1	7	.211525243217075	0
290	4	6	7	6	6	6	7	1	6	6	6	4	7	7	4	5	6	2	3	5	6	5	5	7	3	6	7	3	1	6	4	6	6	6	6	7	6	1	6	6	7	7	6	6	.212991924359253	0
114	5	5	7	3	5	7	3	3	2	2	3	4	4	7	3	3	6	4	6	4	4	2	6	3	4	2	6	5	1	7	6	3	6	7	4	4	2	4	6	7	7	6	4	5	.221896216760616	0
234	5	5	6	2	5	6	3	3	3	4	4	6	7	5	2	6	7	5	7	5	7	4	5	2	1	5	3	4	1	6	5	5	5	6	3	1	4	3	6	4	3	7	4	3	.222427195435961	0
440	5	7	5	3	6	3	1	7	2	4	1	7	2	7	6	6	6	1	7	6	7	2	7	3	3	3	7	2	1	2	5	5	6	7	7	6	1	1	5	1	2	2	5	7	.223101249058708	0
120	5	4	3	7	7	7	1	1	7	7	1	6	3	6	4	3	5	3	5	6	6	4	6	6	4	3	4	3	3	4	4	4	5	6	6	5	6	3	5	3	7	6	2	6	.223182238721517	0
138	7	7	7	3	3	7	1	4	7	7	7	7	3	7	4	7	7	4	6	7	7	4	7	1	4	7	7	1	1	7	4	4	4	7	4	4	1	1	1	1	5	1	4	4	.231863275997101	0
529	7	7	7	7	7	7	1	3	7	3	2	7	1	7	3	7	7	6	7	6	7	6	7	3	6	4	7	7	1	6	5	6	7	6	7	7	4	2	7	7	7	3	5	7	.232179069434619	0
246	6	2	6	4	4	6	6	6	2	1	1	6	3	6	4	1	6	6	4	6	6	2	6	7	2	2	6	1	3	1	3	6	6	5	6	3	1	1	4	1	7	4	4	6	.232733907118774	0
708	3	1	1	6	6	1	1	5	1	3	1	6	3	6	6	7	6	2	5	7	6	1	7	7	2	1	6	1	1	6	6	6	6	7	6	6	1	4	3	7	7	1	4	7	.235596944819241	0
345	7	7	7	7	7	2	6	1	7	6	6	4	2	7	7	7	6	5	7	7	7	6	7	6	5	4	6	5	1	7	7	6	6	7	3	6	4	6	3	7	7	1	2	6	.235872635960399	0
25	6	6	7	4	4	7	7	1	5	5	7	6	1	7	4	4	7	5	4	7	5	4	5	7	6	7	7	5	1	7	5	3	6	4	6	1	7	4	5	1	7	5	6	4	.238493477376052	0
167	6	2	7	4	7	7	1	4	1	6	1	6	1	7	6	5	7	2	5	4	5	1	7	3	4	5	4	1	1	7	7	4	6	7	4	4	1	3	7	7	5	4	5	7	.239379493453423	0
69	3	4	5	6	7	5	1	6	3	4	3	7	6	7	3	7	3	5	6	5	4	2	3	3	3	4	4	2	2	3	3	3	4	3	3	4	4	4	4	1	7	4	4	4	.247013936148725	0
533	6	6	7	2	6	7	4	2	5	7	7	3	2	6	7	5	6	5	7	3	5	7	2	7	1	6	7	6	2	6	5	5	5	6	4	1	6	6	7	4	7	2	6	6	.255205816162367	1
72	5	7	5	3	7	7	7	2	2	7	6	4	3	3	6	7	6	4	6	6	5	5	7	2	3	7	6	6	1	4	5	4	7	6	4	6	5	3	5	1	7	7	6	4	.257562191740851	1
140	5	7	5	6	5	3	1	2	7	4	2	6	7	5	5	7	6	5	7	7	6	6	6	5	6	7	7	7	2	7	3	6	7	5	5	2	2	2	2	3	5	6	7	7	.262438683027459	1
228	1	1	1	3	5	6	2	3	6	7	6	7	7	7	6	6	6	4	5	4	4	6	5	3	7	4	6	6	3	7	6	2	6	6	5	3	4	3	5	4	6	6	6	5	.263956868460506	1
369	7	5	3	1	3	6	1	3	5	4	2	1	1	7	7	3	4	4	7	5	5	6	3	1	7	6	7	4	4	5	4	7	1	6	3	4	5	1	5	5	7	2	4	2	.270094153813797	1
338	6	1	4	7	1	7	1	7	4	1	1	7	1	7	7	7	6	1	5	7	7	1	6	2	3	7	5	2	1	3	4	5	7	7	7	4	1	3	4	1	6	4	5	7	.285246299059306	1
383	7	2	1	2	7	3	5	2	1	1	1	5	1	7	1	4	6	1	6	5	5	4	7	3	2	6	6	4	3	1	5	7	7	7	5	5	1	3	1	1	7	2	6	7	.334338797279094	1
582	4	1	1	3	5	5	3	3	7	5	7	7	2	7	6	5	1	4	1	4	5	1	4	3	7	7	5	3	2	6	7	2	7	7	6	7	3	3	4	7	7	7	5	7	.338853105513813	1
104	7	7	6	1	7	4	2	7	2	7	2	7	6	7	7	6	7	4	1	7	7	5	6	1	5	6	5	4	1	1	6	7	7	6	7	1	1	7	5	1	7	4	7	6	.342821970736262	1
587	6	6	7	6	5	6	4	1	1	1	3	1	1	1	2	7	7	4	7	7	7	6	5	4	6	7	7	4	1	6	7	5	5	5	5	3	4	3	7	3	7	6	7	7	.362141310483783	1
291	7	4	6	4	5	7	4	3	3	3	3	7	7	7	5	7	4	7	7	7	1	7	1	4	4	7	7	2	1	4	7	7	7	7	7	7	1	1	7	1	7	5	1	7	.420359211206016	1
